Dylan Scott,Nobody,country,"9 ContributorsNobody Lyrics[Verse 1] Baby, I see them boys They always lookin' at you But I ain’t causin' a scene 'Cause girl, I’m the one that's with you They can shoot you a wink, they can buy you a drink Try to steal your attention They can talk a big talk, they can walk a big walk But I know you ain't going home with 'em  [Chorus] Girl, nobody, nobody, nobody gonna love you like I do Yeah, nobody, nobody, nobody gonna love you like I do I'ma love you 'til the good Lord comes back for me and you Girl, nobody, nobody, nobody gonna love you like I do  [Verse 2] I know how you like your coffee And how hot you like your bath I know what makes you angry And what makes you laugh I know the taste of your lips, every inch of your skin The little things that turn you on I know that look in your eyes when they look back at mine Saying baby, take me home See Dylan Scott LiveGet tickets as low as $48You might also like[Chorus] Girl, nobody, nobody, nobody gonna love you like I do Yeah, nobody, nobody, nobody gonna love you like I do I'ma love you 'til the good Lord comes back for me and you Girl, nobody, nobody, nobody gonna love you like I do  [Bridge] I’m gonna love you, love you The only way that I know I’m gonna love you, love you Like there's no tomorrow Yeah, nobody, nobody, nobody gonna love you like I do  [Chorus] Girl, nobody, nobody, nobody gonna love you like I do Yeah, nobody, nobody, nobody gonna love you like I do (Like I do) I’ma love you 'til the good Lord comes back for me and you Girl, nobody, nobody, nobody gonna love you like I do Yeah, nobody, nobody, nobody gonna love you like I2Embed"
Mitchell Tenpenny,To Us It Did,country,"3 ContributorsTo Us It Did Lyrics[Verse 1] It didn't really take a hundred years to get to twenty-one It didn't take a whole case of beer to have a little fun And a fire don't need gasoline and a Black Cat to get lit, nah But to us it did  That first kiss didn't really get you higher than the moon And takin' hits off cigarettes didn't really make you cool That first check from that first job don't really make you rich, naw But to us it did  [Chorus] Our trucks didn't really go two-hundred miles an hour That small town we ran around ain't supposed to feel that big Shots of Jack and shoulder pads don't give you super powers Wrong don't right, dirt don't shine, time don't fly But to us it did, yeah  [Verse 2] A brand new guitar don't make you a star, and a broken heart don't really break Don't mean you ain't a man if you didn't cliff jump into that lake That corner spot in McDonald's lot don't mean a lot to most kids Ah, but to us it did  [Chorus] Our trucks didn't really go two-hundred miles an hour That small town we ran around ain't supposed to feel that big Shots of Jack and shoulder pads don't give you super powers Wrong don't right, dirt don't shine, time don't fly But to us it did Oh, to us it did, oh See Mitchell Tenpenny LiveGet tickets as low as $49You might also like[Bridge] Yeah, runnin' from them blue lights didn't make you Dukes of Hazzard How hard you punch, how far you hit, it didn't really matter Oh, wasted time shouldn't qualify for the nights you won't forget, no But to us it did  [Chorus] Our trucks didn't really go two-hundred miles an hour That small town we ran around ain't supposed to feel that big (Yeah) Shots of Jack and shoulder pads don't give you super powers Wrong don't right, dirt don't shine, time don't fly But to us it did  [Outro] (Our trucks didn't really go two-hundred miles an hour) (That small town we ran around ain't supposed to feel that big) Oh, it wasn't big (Shots of Jack and shoulder pads don't give you super powers) (Wrong don't right, dirt don't shine, time don't fly) But to us it didEmbed"
Ryan Hurd,Chasing After You (with Maren Morris),country,"2 ContributorsNew Music Friday 2/12/21 LyricsNipsey Hussle - What It Feels Like Dua Lipa - We're Good KAROL G - LOCATION Pink Sweat$ - Heaven Taylor Swift - Love Story (Taylor’s Version) Lil Tjay - Calling My Phone Erica Banks - Buss It (feat. Travis Scott) Lucky Daye - How Much Can A Heart Take (feat. Yebba) Pale Waves - Fall to Pieces Surf Mesa - Carried Away (with Madison Beer) Rita Ora - Big (feat. Gunna) P!nk - Cover Me In Sunshine Florida Georgia Line - Always Gonna Love You Young Stoner Life - That Go! (feat. T Shyne) A$AP Rocky - Rich Nigga Problems slowthai - terms (feat. Dominic Fike & Denzel Curry) Gryffin - I Want Love (with Two Feet) Leah Nob?l - Beginning Middle End - From The N?tflix Film ""To All The Boys: Always and Forever"" Alaina Castillo - stfu (i got u) Sara Kays - Future Kids Ruel - too many feelings Quinn XCII - My Wife & 2 Dogs Lil Mosey - Enough G-Eazy - A Little More (feat. Kiana Ledé) Sia - 1+1 Ashe - The Same Kodak Black - Every Balmain Headie One - Siberia (feat. Burna Boy) Rowdy Rebel - Jesse Owens (feat. NAV) Rebecca Black - Friday (Remix) Maude Latour - Walk Backwards Valley - Like 1999 Lucy Park - True to You Syd - Missing Out Kelly Rowland - Black Magic Clever - Rolls Royce Umbrella lilspirit - 4ever Claud - Guard Down Patrick Droney - Yours in the Morning Ryan Hurd - Chasing After You (with Maren Morris) Francis Karel - You're Too Close MOD SUN - Betterman The Pretty Reckless - Only Love Can Save Me Now (feat. Matt Cameron & Kim Thayil) BETWEEN FRIENDS - shiny Kevin Gates - Plug Daughter 2 Smokepurpp - Prom Queen Young M.A - Off the Yak Sevyn Streeter - Guilty PJ Harding - Dear August Peach Tree Rascals - OOZ Biig Piig - Cuenta Lo Dan D'Lion - Need You Right Now (feat. Channel Tres) ?? UPSAHL - STOP! Tiera - Miles (feat. BRELAND) ?? Evaluna Montaner - Uno Más Uno Kings of Leon - Echoing X Ambassadors - skip.that.party (with Jensen McRae) Gallant - Relapse. YBN Almighty Jay - Battling My Spirit Guapdad 4000 - How Many Babyface Ray - Allowance (feat. Kash Doll) Young Devyn - Straight To It Charlie Heat - Angry Hearts Zachary Knowles - johnny & june Hauskey - Go Wrong Sports - Call Me Anytime ROSIE - Retail Therapy Emmit Fenn - Until We Leave the Ground Moore Kismet - Rumor ?? Curbi - Make Amends (feat. Kyan Palmer) Pentatonix - Coffee In Bed Robin Thicke - Look Easy Eric Bellinger - Hype Beast JPEGMAFIA - PANIC ROOM! Doe Boy - Low Key (feat. Lil Uzi Vert) Shy Glizzy - White Lie (feat. RMR) Greta Van Fleet - Heat Above COIN - Sagittarius Superstar (feat. Faye Webster) Jon Foreman - A Place Called Earth Jamie Miller - Hold You 'Til We’re Old TOLEDO - Sunday Funday Dylan Fraser - Gucci Sweater Boslen - TRIP LPB Poody - Batman ?? Lil Muk - Living Life (feat. Lil Baby & YXNG K.A.) Phora - colorblind Ouse - Why Did You Tell Me That You Loved Me? Christian Leave - Filth Rileyy Lanez - When I See You (Lamont's Song) Jacob Banks - Parade Briston Maroney - It's Still Cool If You Don't Sir Sly - Loverboy Beanz - Trending Topic Marlon Craft - Lookin Up Fuego - Pal De Pesos Morgan Wade - Take Me Away ?? Djouher - Patience Savannah Cristina - Body Work Tayo Sound - Runaway Michael Brun - Oh MamaEmbed"
Florida Georgia Line,Always Gonna Love You,country,"6 ContributorsAlways Gonna Love You Lyrics[Verse 1] Like my mama's home cooking after Sunday church Like an ice cold beer after hard work Like a hot cup of coffee on your way to town Like an underdog last second touchdown Like the feeling that you get when you get a bite Like the power of a throttle when it's open wide When the sand runs out of that hourglass You ain't ever gotta wonder, you ain't gotta ask  [Chorus] I, I, I, I, I, I'm always gonna love you Always gonna love you, baby I, I, I, I, I, I'm always gonna love you Always gonna love you When the sun burns out and the cows come home From now 'til forever something you can count on is I, I, I, I, I, I'm always gonna love you Always gonna love you, yeah  [Verse 2] Love them freckles that you get in the summertime And the way you get giddy off a glass of wine Even the way you take forever and you never on time Ain't a thing not to love, ain't no wonder why, baby You might also like[Chorus] I, I, I, I, I, I'm always gonna love you Always gonna love you, baby I, I, I, I, I, I'm always gonna love you Always gonna love you When the sun burns out and the cows come home From now 'til forever something you can count on is I, I, I, I, I, I'm always gonna love you Always gonna love you, yeah  [Post-Chorus] I'm always gonna love you, yeah, yeah I'm always gonna love you, oh, yes I am  [Bridge] If you ever second guess (I, I, I, I) Baby, just remember this and don't you ever forget Ever forget that, baby  [Chorus] I, I, I, I, I, I'm always gonna love you Always gonna love you, baby I, I, I, I, I, I'm always gonna love you Always gonna love you When the sun burns out and the cows come home From now 'til forever something you can count on is I, I, I, I, I, I'm always gonna love you Always gonna love you, yeahEmbed"
Justin Moore,We Didn't Have Much,country,"8 ContributorsWe Didn’t Have Much Lyrics[Verse 1] Tonka trucks and G.I. Joes Jumping those hills with Luke and Bo Plastic cap guns and a swimming hole Don't get no dirt on your church clothes Win or lose, we cheer for the Braves Ten percent in the offering plate Sunday chicken and a NASCAR race Sure'd be nice to get back to that place  [Chorus] There was dirt on daddy's clothes From putting that bacon on mama's stove Dog barking in the yard at a truck we don't know All we had was us And that little bitty house and a lotta love We had it all when we didn't have much  [Verse 2] Eighteen, left it all behind Chasing a girl, chasing a dime Went so far tryna get mine I can't see that old porch light That led me home at night  [Chorus] There was dirt on daddy's clothes From putting that bacon on mama's stove Dog barking in the yard at a truck we don't know All we had was us And that little bitty house and a lotta love We had it all when we didn't have much When we didn't have much See Justin Moore LiveGet tickets as low as $98You might also like[Bridge] I can still hear grandma reading That red letter Book of John I can still smell coffee in the kitchen With ol' Don Williams on  [Chorus] And there was dirt on daddy's clothes From putting that bacon on mama's stove Dog barking in the yard at a truck we don't know All we had was us And that little bitty house and a lotta love We had it all when we didn't have much Had it all when we didn't have much Little bitty house and a lotta love We had it all when we didn't have muchEmbed"
Kelsea Ballerini,half of my hometown (feat. Kenny Chesney),country,"19 Contributors?half of my hometown Lyrics[Verse 1: Kelsea Ballerini] Half of my high school got too drunk Half of my high school fell in love with the girl next door In their daddy's Ford And half of my main street's mini skirts Half of my main street's dressed for church It could use some rain and a fresh coat of paint  [Chorus: Kelsea Ballerini & Kenny Chesney] Half of my hometown's still hangin' around Still talkin' about that one touchdown They're still wearin' red and black ""Go Bobcats"" while the other half Of my hometown, they all got out Some went north, some went south They're still lookin' for a feelin' half of us ain't found So stay or leave, part of me will always be Half of my hometown  [Verse 2: Kelsea Ballerini, with Kenny Chesney] Half of our prom queens cut their hair Half of them think that it ain't fair The quarterback moved away and never came back Half of my family is happy I left The other half worries I'll just forget Where I came from Same place where they came from See Kelsea Ballerini LiveGet tickets as low as $60You might also like[Chorus: Kelsea Ballerini & Kenny Chesney] Half of my hometown's still hangin' around Still talkin' about that one touchdown They're still wearin' red and black ""Go Bobcats"" while the other half Of my hometown, they all got out Some went north, some went south They're still lookin' for a feelin' half of us ain't found So stay or leave, part of me will always be Half of my hometown  [Post-Chorus: Kelsea Ballerini, with Kenny Chesney] Mmm, half of my hometown (Oh)  [Bridge: Kelsea Ballerini, with Kenny Chesney] Backroads raise us Highways, they take us Memories make us wanna go back  [Chorus: Kelsea Ballerini, with Kenny Chesney] To our hometown, settle down Talk about that one touchdown Raise some kids in red and black ""Go Bobcats"" while the other half Of our hometown was in the crowd They knew the words, they sang them loud And all I wanna do is make them proud 'Cause half of me will always be Knoxville, Tennessee My hometown [Outro: Kelsea Ballerini & Kenny Chesney] Oh My hometown My hometown3Embed"
Dan + Shay,Glad You Exist,country,"13 ContributorsGlad You Exist Lyrics[Verse 1] Here's to all the late-night drunk phone calls that you picked up Here's to all the bad decisions that you didn't judge All the love you's and the hate you's and the secrets that you told me Here's to everyone but mostly us  [Chorus] There's a couple billion people in the world And a million other places we could be, but you're here with me Take a moment just to take it in 'Cause ?very high and every low l?d to this I'm just so glad you exist Ooh, ooh-ooh, ooh-ooh, ooh, ooh-ooh, ooh-ooh, ooh, ooh Ooh, ooh-ooh, ooh-ooh, ooh, ooh-ooh, ooh-ooh, ooh, ooh  [Verse 2] Hey look what a hello from a stranger turned into Caught up in a moment like it's just us in this room All the right words at the right time And you know 'em 'cause you know me better than anyone else We don't need anyone else  [Chorus] There's a couple billion people in the world (Yeah-yeah-yeah) And a million other places we could be, but you're here with me (Yeah-yeah-yeah) Take a moment just to take it in 'Cause every high and every low led to this I'm just so glad you exist Ooh, ooh-ooh, ooh-ooh, ooh, ooh-ooh, ooh-ooh, ooh, ooh Ooh, ooh-ooh, ooh-ooh, ooh, ooh-ooh, ooh-ooh, ooh, ooh You might also like[Bridge] Don't you ever go, don't you ever go, don't you ever go changing Never let me go, never let me go, never let me go, baby Don't you ever go, don't you ever go, don't you ever go changing Never let me go, never ever let me go, never let me go, baby  [Chorus] There's a couple billion people in the world (In the world, yeah-yeah-yeah) And a million other places we could be, but you're here with me (Yeah-yeah-yeah) Take a moment just to take it in (Just to take it in, yeah-yeah-yeah) 'Cause every high and every low led to this I'm just so glad you exist Ooh, ooh-ooh, ooh-ooh, ooh, ooh-ooh, ooh-ooh, ooh, ooh I'm glad you exist Ooh, ooh-ooh, ooh-ooh, ooh, ooh-ooh, ooh-ooh, ooh, ooh4Embed"
Seaforth,Breakups,country,"4 ContributorsBreakups Lyrics[Verse 1] You're the only one in the world I wanna talk to right now The only one to pick me up on a night like this And I know You'll be the first thing on my mind in the morning, oh Sober or drunk, you're the one that I just miss, mmm  [Chorus] I said I wouldn't call We said we wouldn't talk at all It always ends bad But I'm lookin' at my phone And if you're not alone I don't think I could take that 'Cause I'm drunk at a bar at 2 AM And I just wanna talk to my best friend I said I wouldn't call We said we wouldn't talk at all But right now  [Post-Chorus] All I wanna do is hear your voice Pretend it doesn't hurt like hell Drink some wine and talk about the past And not go ten steps back But breakups don't work like that You might also like[Verse 2] Bought a drink for a girl and I got her numb?r Even thought about walkin' her out that door, mmm The only thing that cam? close to you is her perfume, oh Got me wonderin' what we gave it all up for, oh-oh  [Chorus] I said I wouldn't call We said we wouldn't talk at all It always ends bad But I'm lookin' at my phone And if you're not alone I don't think I could take that 'Cause I'm drunk at a bar at 2 AM And I just wanna talk to my best friend I said I wouldn't call We said we wouldn't talk at all But right now  [Post-Chorus] All I wanna do is hear your voice Pretend it doesn't hurt like hell Drink some wine and talk about the past And not go ten steps back But breakups don't work like that [Bridge] No, no Oh, no I should be moving on You should be moving on, babe Yeah, yeah  [Chorus] 'Cause I said I wouldn't call We said we wouldn't talk at all It always ends bad But I'm lookin' at my phone And if you're not alone I don't think I can take that 'Cause I'm drunk at a bar at 2 AM And I just wanna talk to my best friend I said I wouldn't call We said we wouldn't talk at all But right now  [Post-Chorus] All I wanna do is hear your voice Pretend it doesn't hurt like hell Drink some wine and talk about the past (Oh-oh) And not go ten steps back But breakups don't work like thatEmbed"
Elle King,Drunk (And I Don't Wanna Go Home),country,"15 ContributorsDrunk (And I Don’t Wanna Go Home) Lyrics[Verse 1] I got some money in my pocket, got some trouble on my tail I can hear the dives a-knocking, guess I'm heading off the rails Singing ooh-ooh-ooh-ooh, ooh-ooh-ooh I'm talking 'bout you-ooh-ooh-ooh, ooh-ooh-ooh  [Verse 2] I got some new best friends forever, see, I met 'em at the bar Well, the whiskey goes down better when they don't know who you are Singing ooh-ooh-ooh-ooh, ooh-ooh-ooh I'm talking 'bout you-ooh-ooh-ooh, ooh-ooh-ooh  [Pre-Chorus] Ooh, gonna feel this in the morning Ooh-ooh, 'cause I'm going hard tonight  [Chorus] So bartender, take my keys What do you want from me? Baby, I'm drunk and I don't wanna go home Not staying in to fight I'm staying out all night Baby, I'm drunk and I don't wanna go home We don't gotta wait until the weekend There's always time for jumping off the deep end So don't you wait up tonight Don't worry, I'll be fine Baby, I'm drunk and I don't wanna go home Yeah You might also like[Verse 3] We're in the bathroom gettin' chatty, there's a line out in the hall Tryna be my sugar daddy, gettin' handsy in the stall Singing ooh-ooh-ooh-ooh, ooh-ooh-ooh I'm talking 'bout you-ooh-ooh-ooh, ooh-ooh-ooh  [Verse 4] You like my gin and tonic kisses 'cause you know they taste so sweet And I know you got your missus, but there ain't no one like me Talkin' 'bout you-ooh-ooh-ooh-ooh, ooh-ooh-ooh Mmm, I'm talking 'bout you-ooh-ooh-ooh, ooh-ooh-ooh  [Pre-Chorus] Ooh, gonna feel this in the morning Ooh-ooh, 'cause I'm going hard tonight  [Chorus] So bartender, take my keys What do you want from me? Baby, I'm drunk and I don't wanna go home Not staying in to fight I'm staying out all night Baby, I'm drunk and I don't wanna go home We don't gotta wait until the weekend There's always time for jumping off the deep end So don't you wait up tonight Don't worry, I'll be fine Baby, I'm drunk and I don't wanna go home Yeah [Bridge] (Oh-oh) I don't wanna (Oh-oh-oh) Don't wanna go home (Oh-oh) I don't wanna (Oh-oh-oh)  [Chorus] So bartender, take my keys What do you want from me? Baby, I'm drunk and I don't wanna go home Not staying in to fight I'm staying out all night Baby, I'm drunk and I don't wanna go home We don't gotta wait until the weekend (Hell no) There's always time for jumping off the deep end (Let's go) So don't you wait up tonight Don't worry, I'll be fine Baby, I'm drunk and I don't wanna go home (Yeah) Yeah  [Outro] (Oh-oh) I don't wanna (Oh-oh-oh) Don't wanna go home (Oh-oh) I don't wanna (Oh-oh-oh) Don't wanna go home1Embed"
Thomas Rhett,Want It Again,country,"5 ContributorsWant It Again Lyrics[Verse 1] When I was your man and you were my girl We were technicolor in a black and white world Yeah, they say young love just don't last Well, it looks like they were right about that  [Chorus] And oh, I hope one day you'll find Your way back into my arms So girl, I'll put this heart of mine Somewhere good and safe In case you want it again someday  [Verse 2] Well, you moved on, and so did I But you danced around in the back of my mind (Back of my mind) Yeah, good for you, he seems like a good guy Well, you know me enough to know that's a lie  [Chorus] And oh, I hope one day you'll find Your way back into my arms So girl, I'll put this heart of mine Somewh?re good and safe In case you want it again som?day See Thomas Rhett LiveGet tickets as low as $30You might also like[Post-Chorus] Oh, ah Oh, ooh  [Bridge] You called me up, said you had a big fight I said don't cry, it's gonna be alright You say, come over, you just need a friend Well, I'm on my way, I'll be there in ten  [Chorus] And oh, I knew someday you'd find Your way back into my arms So girl, I kept this heart of mine Somewhere good and safe I knew you'd want it again someday I always hoped and prayed That you'd want it again someday2Embed"
Tyler Rich,Better Than You’re Used To,country,"5 ContributorsBetter Than You’re Used To Lyrics[Verse 1] He don't deserve you, he says ""I love you"" But I don't believe it, no way He never shows it, he don't send you roses Not even on Valentine's Day He don't take you dancing, he don't understand what he's got But, baby, I do You need someone to love, love, love you Better than you're used to  [Chorus] You should be the spotlight, center of attention Top of his list of the things he can't lose You should be his all night, not his last call, girl I'd giv? you my all, girl, if I had you It'd never get old having you to hold L?tting go is something I'd never do You need someone to love, love, love you Better than you're used to  [Verse 2] You're used to 2 AM drunk calls, ""Can I come in? I'm sorry, I swear it's the last time again"" You're used to giving and not getting back I'd love you better than that You might also like[Chorus] You should be the spotlight, center of attention Top of his list of the things he can't lose You should be his all night, not his last call, girl I'd give you my all, girl, if I had you It'd never get old having you to hold Letting go is something I'd never do You need someone to love, love, love you Better than you're used to Better than you're used to  [Bridge] Come on over, come on over, let me love you Let me love you better than you're used to Come on over, come on over, let me love you Let me love you better than you're used to Come on over, come on over, let me love you Let me love you better than you're used to Come on over, come on over, let me love you Let me love you better than you're used to  [Chorus] You should be the spotlight, center of attention Top of his list of the things he can't lose You should be his all night, not his last call, girl I'd give you my all, girl, if I had you It'd never get old having you to hold Letting go is something I'd never do You need someone to love, love, love you Better than you're used to You need someone to love, love, love you Better than you're used to [Outro] So come on over, come on over, let me love you Let me love you better than you're used to Come on over, come on over, let me love you Better than you're used toEmbed"
Teigen Gayse,Blame The Wine,country,"1 ContributorBlame The Wine Lyrics[Verse 1] When you went for a glass and you stayed past closing time When a text to your ex is a gossip in the grape vine You got a little bit far from sober And the hang is hanging over Left the burner on the stove and the dog's sitting out all night  [Chorus] You can blame that Rosé all day You can blame that last call Cabernet We all got reasons for bringing out the wild side Ain't that right? You can drink a heartache goodbye If you need a late night alibi Sipping excuses one glass at a time You can blame the wine  [Verse 2] When you up to a new tattoo on your arm When your b?st friend calls 'cause you left your ID at th? bar (Real smart) A couple bottles on the counter You had a hap-hap-happy hour Now you're late for your day 'cause you can't find the keys to your car  [Chorus] You can blame that Rosé all day You can blame that last call Cabernet We all got reasons for bringing out the wild side Ain't that right? You can drink a heartache goodbye If you need a late night alibi Sipping excuses one glass at a time You can blame the wine You might also like[Bridge] I, I blame the wine I, I, I blame the wine, everytime When you wake up and regret it 'Cause you wrecked up all your credit This bottle went spilled itself a few more times You can blame the wine  [Chorus] You can blame that Rosé all day You can blame that last call Cabernet We all got reasons for bringing out the wild side Ain't that right? You can drink a heartache goodbye If you need a late night alibi Sipping excuses one glass at a time You can blame the wine I, I blame the wine I, I, I blame the wine, everytime  [Outro] If you wake up and regret it If you wrecked up all your credit This bottle went spilled itself a few more times You can blame the wineEmbed"
Parmalee,Just the Way,country,"10 ContributorsJust The Way Lyrics[Intro: Parmaelee] I love you just the way God made you Girl, he don't make mistakes What you call your imperfections I call beautiful babe Tell em Blanc  [Verse 1: Blanco Brown] The way your hair’s in a mess in the morning when you open your eyes The way an hour goes by when you say that you'll be ready in five (Yeah, uh) The little dimple on the side of your smile  when you're laughing at a movie that you’ve seen about a thousand times You know girl that I can't lie  [Chorus: Blanco Brown & Parmalee] I love you just the way God made you Girl, He don't make mistakes What you call your imperfections I call beautiful babe So let my eyes be your mirror And you're bound to see it too 'Cause I was made for lovin' Just the way God made you God made you (Just the way, just the way, just the way, just the way God made you) God made you (Just the way, just the way, just the way, just the way God made you) See Parmalee LiveGet tickets as low as $48You might also like[Verse 2: Parmalee & Blanco Brown] Yeah, the flush in your cheeks when you're mad, but you say that you're not (Yeah) And the shape of the face that you make when you’re taking a shot (Taking a shot) The little white lie that you told the security guard At the hotel pool when we got caught Yeah, I was thinking girl you never looked so hot (You never looked so hot)  [Chorus: Blanco Brown & Parmalee] I love you just the way God made you Girl He don’t make mistakes What you call your imperfections I call beautiful babe So let my eyes be your mirror And you're bound to see it too ’Cause I was made for lovin' Just the way God made you God made you (Just the way, just the way, just the way, just the way God made you) God made you (Just the way, just the way, just the way, just the way God made you)  [Bridge: Blanco Brown & Parmalee] Girl I ain't ever gonna try to change ya (Come on) My masterpiece, my Mona Lisa and I need ya To stay just the way God made ya (Just the way, just the way, just the way, just the way God made you) Just the way God made ya (Just the way, just the way, just the way, just the way God made you) [Chorus: Blanco Brown & Parmalee] I love you just the way God made you Girl He don't make mistakes What you call your imperfections I call beautiful babe So let my eyes be your mirror And you’re bound to see it too 'Cause I was made for lovin' Just the way God made you God made You (Just the way, just the way, just the way, just the way God made you) God made You (Just the way, just the way, just the way, just the way God made you) God made You (Just the way, just the way, just the way, just the way God made you) God made You (Just the way, just the way, just the way, just the way God made you)3Embed"
Thomas Rhett,Growing Up,country,"3 ContributorsGrowing Up Lyrics[Verse 1] I used to hit the bar downtown Chase girls with Coke and Crown Raise 'em up and shut 'em down, shut 'em down Had a trusty spot down by the lake Beers were cold, ID's were fake, and Love was just a word we'd say for a midnight kiss  [Pre-Chorus] Ain't come a long way, but I've come a little Hangin' out somewhere out in the middle  [Chorus] Guess you get a little older, get a little wiser A little more turn that cheek Little less what I want, and more what I need these days, I Still get a little crazy In a lot of ways, I'm still th? kid I was Just a little less Jack in my cup Oh, I guess I'm growing up Y?ah, I guess I'm growing up  [Verse 2] Lookin' in the rear view mirror, I see things a little more clear What it took to get me here makes a lot more sense Seems like the prayers I'm prayin' are more like a conversation And it ain't hell I'm raising, hell, all I'm sayin' is See Thomas Rhett LiveGet tickets as low as $30You might also like[Chorus] Guess you get a little older, get a little wiser A little more turn that cheek Little less what I want, and more what I need these days, I Still get a little crazy In a lot of ways, I'm still the kid I was Just a little less jack up my truck Oh, I guess I'm growing up, growing up the longer I live Growing up, don't know as much as I thought I did, no, no  [Post-Chorus] Ooh, no, no, no  [Chorus] Guess you get a little older, get a little wiser A little more turn that cheek Little less what I want, and more what I need these days, I Still get a little crazy In a lot of ways, I'm still the kid I was A little less temper, and a lot more love I guess I'm just growing up Yeah, I guess I'm growing up Oh, you know I'm growing up Ain't we all growing up?  [Outro] Guess you get a little older Get a little wiser Yeah, you know I'm growing up Mmm, mmm (Oh, whoa)Embed"
Gabby Barrett,The Good Ones,country,"26 ContributorsThe Good Ones Lyrics[Verse 1] He's a phone call to his parents He's a Bible by the bed He's the T-shirt that I'm wearing He's the song stuck in my head He's solid and he's steady Like the Allegheny runs He knows just where he's going And he's proud of where he's from  [Pre-Chorus] One of the good ones He's one of the good ones  [Chorus] A love me like he should one Like he wrote the book one The kind you find when you don't even look one Anybody can be good once But he's good all the time He's one of the good ones And he's all mine He's one of the good ones  [Verse 2] You'll know him when you see him By the way he looks at me You'd say he hung the moon I'd say he hung the galaxy Nobody does it better Oh, the way he pulls me in I've known a couple bad ones But they all led me to him See Gabby Barrett LiveGet tickets as low as $29You might also like[Pre-Chorus] He's one of the good ones  [Chorus] A love me like he should one Like he wrote the book one The kind you find when you don't even look one Anybody can be good once But he's good all the time He's one of the good ones And he's all mine He's one of the good ones  [Bridge] We should all find us one They're out there, minus one Some of the good ones Yeah, I got a good one  [Chorus] A love me like he should one Like he wrote the book one The kind you find when you don't even look Anybody can be good once But he's good all the time He's one of the good ones And he's all mine He's one of the good ones And he's all mine16Embed"
Kidd G,Dirt Road,country,"12 ContributorsDirt Road Lyrics[Verse 1] I should have never called last night We break up, we make up and then we do it again I need another beer Don't want my vision clear Small town so I see you everywhere Dirt roads and four wheel drives Headlights and shiny nights Right now that sounds real nice To get your name off of my mind  [Chorus] Whoa Windows down, speakers bumpin' like Whoa Live my life like a dirt road  [Verse 2] Take it slow Let's see how far we can go When tomorrow comes we can do it again Lovin', drinkin', fightin' with all my friends  [Chorus] Oh Windows down, speakers bumpin' like Oh Live my life like a dirt road See Kidd G LiveGet tickets as low as $30You might also like[Verse 3] Kickin' up dust, slingin' rocks Shotgun rider watch for cops The neighbors hate us, want us to stop Bass too loud but we can't stop I done forgot about you and all your games Do not tell me that I'm swervin', this dirt road don't have a lane My buddy Nicky out the window, AR15 got good aim Copenhagen got me buzzin', got me spinnin' in my brain If I take this turn too fast it might hit me back So I grab the wheel, relax, and I drop it into second County boy is what I'm reppin' Beretta and Smith & Wessons Never hidin', I've been ridin' This old dirt road got me slidin'  [Pre-Chorus] I should have never called last night We break up, we make up and we do it again I need another beer Don't want my vision clear Small town so I see you everywhere  [Chorus] Oh Windows down, speakers bumpin' like Oh Live my life like a dirt road Oh Windows down, speakers bumpin' like Oh Lord, thank you for this dirt road4Embed"
Ian Munsick,Long Haul,country,"6 ContributorsLong Haul Lyrics[Verse 1] I don't ever look back No you never gotta Worry 'bout things like that So don't think twice because I ain't afraid of the slow burn And one thing's for sure It's good to make a good thing last  [Pre-Chorus] So girl, don't worry This boy ain't gonna run There ain't no hurry We got plenty of days left under the sun  [Chorus] No, it ain't a one day ride It's up through the mountains where the coyotes cry Down through the canyon where the wild things hide And the cottonwoods fall Feel the river underneath our feet We'll be drowning in a sagebrush sea Long as I know that it's you and me Time don't matter at all Girl, I'm in it for the long haul I'm in it for the long haul See Ian Munsick LiveGet tickets as low as $62You might also like[Verse 2] Take ahold of my hand I'm gonna love you Slow like the hourglass sand God knows, I've spent a lifetime of lonely wanderin' But I'm all in for good I wanna be your man  [Pre-Chorus] So girl, don't worry This boy ain't gonna run There ain't no hurry We got plenty of days left under the sun  [Chorus] No, it ain't a one day ride It's up through the mountains where the coyotes cry Down through the canyon where the wild things hide And the cottonwoods fall Feel the river underneath our feet We'll be drowning in a sagebrush sea Long as I know that it's you and me Time don't matter at all Girl, I'm in it for the long haul I'm in it for the long haul [Bridge] Girl, I'm in it till the end Forever and again I'm in it for the long haul  [Outro] I don't ever look back No, you never gotta Worry 'bout things like thatEmbed"
