artist_name,track_name,genre,lyrics
Stevie Wonder,Superstition,pop,"86 ContributorsTranslationsEspañolDeutschSuperstition Lyrics[Verse 1] Very superstitious Writing's on the wall Very superstitious Ladder's 'bout to fall Thirteen month old baby Broke the looking glass Seven years of bad luck The good things in your past  [Chorus] When you believe in things That you don't understand Then you suffer Superstition ain't the way, yeah  [Verse 2] Ooh, very superstitious Wash your face and hands Rid me of the problem Do all that you can Keep me in a daydream Keep me going strong You don't want to save me Sad is my song You might also like[Chorus] When you believe in things That you don't understand Then you suffer Superstition ain't the way, yeah  [Verse 3] Very superstitious Nothing more to say Very superstitious The devil's on his way Thirteen month old baby Broke the looking glass Seven years of bad luck Good things in your past  [Chorus] When you believe in things That you don't understand Then you suffer Superstition ain't the way No, no, no26Embed"
Culture Club,Karma Chameleon,pop,"72 ContributorsTranslationsEspañolKarma Chameleon Lyrics[Verse 1] Desert loving in your eyes all the way If I listen to your lies, would you say?  [Pre-Chorus] I'm a man without conviction I'm a man who doesn't know How to sell a contradiction You come and go, you come and go  [Chorus] Karma, karma, karma, karma, karma chameleon You come and go, you come and go Loving would be easy if your colours were like my dream Red, gold and green, red, gold and green  [Verse 2] Didn't hear your wicked words every day And you used to be so sweet, I heard you say  [Pre-Chorus] That my love was an addiction When we cling, our love is strong When you go, you're gone forever You string along, you string along See Culture Club LiveGet tickets as low as $72You might also like[Chorus] Karma, karma, karma, karma, karma chameleon You come and go, you come and go Loving would be easy if your colours were like my dream Red, gold and green, red, gold and green  [Bridge] Every day is like survival (Survival) You're my lover, not my rival Every day is like survival (Survival) You're my lover, not my rival  [Pre-Chorus] I'm a man without conviction I'm a man who doesn't know How to sell a contradiction You come and go, you come and go  [Chorus] Karma, karma, karma, karma, karma chameleon You come and go, you come and go Loving would be easy if your colours were like my dream Red, gold and green, red, gold and green Karma, karma, karma, karma, karma chameleon You come and go, you come and go Loving would be easy if your colours were like my dream Red gold and green, red gold and green Karma, karma, karma, karma, karma chameleon You come and go, you come and go Loving would be easy if your colours were like my dream Red, gold and green, red, gold and green Karma, karma, karma, karma, karma chameleon You come and go, you come and go Loving would be easy if your colours were like my dream Red, gold and green, red, gold and green22Embed"
Prince,When Doves Cry,pop,"85 ContributorsTranslationsFrançaisEspañolDeutschWhen Doves Cry Lyrics[Intro] Yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah  [Verse 1] Dig, if you will, the picture Of you and I engaged in a kiss The sweat of your body covers me Can you, my darling, can you picture this?  [Verse 2] Dream, if you can, a courtyard An ocean of violets in bloom Animals strike curious poses They feel the heat, the heat between me and you  [Chorus] How can you just leave me standing Alone in a world that's so cold? (So cold) Maybe I'm just too demanding Maybe I'm just like my father, too bold Maybe you're just like my mother She's never satisfied (She's never satisfied) Why do we scream at each other? This is what it sounds like When doves cry You might also like[Verse 3] Touch, if you will, my stomach (Hmm) Feel how it trembles inside (Mhm) You've got the butterflies all tied up Don't make me chase you, even doves have pride  [Chorus] How can you just leave me standing Alone in a world so cold? (World so cold) Maybe I'm just too demanding Maybe I'm just like my father, too bold Maybe you're just like my mother She's never satisfied (She's never satisfied) Why do we scream at each other? This is what it sounds like When doves cry  [Bridge] Yeah, yeah Doo-doo, woah-oh (Yeah, yeah)  [Chorus] How can you just leave me standing Alone in a world that's so cold? (World that's so cold) Maybe I'm just too demanding (Maybe, maybe) Maybe I'm just like my father, too bold (My father, you know he's cruel) Maybe you're just like my mother (Maybe you're just like my mother) She's never satisfied (Never, never satisfied, why scream?) Why do we scream at each other? (Why?) This is what it sounds like When doves cry [Break] When doves cry (When doves cry, when doves cry) When doves cry (When doves cry, they cry) Oh, no, oh Oh, no, yeah Oh, oh, yeah Oh, oh, yeah Oh, oh, yeah When doves cry When doves cry (Hoo) When doves cry (Hoo) Baby, baby, baby, yeah  [Outro] When doves cry (When doves cry, when doves cry) Don't cry Darling, don't cry Don't cry, don't cry, don't, don't cry33Embed"
Kool & The Gang,Celebration,pop,"41 ContributorsTranslationsDeutschCelebration Lyrics[Intro] Yahoo! (This is your celebration) Yahoo! (This is your celebration) Celebrate good times, come on (Let's celebrate) Celebrate good times, come on (Let's celebrate)  [Verse] There's a party goin' on right here A celebration to last throughout the years So bring your good times and your laughter too We gonna celebrate your party with you Come on now  [Chorus] (Celebration) Let's all celebrate and have a good time (Celebration) We gon' celebrate and have a good time  [Refrain] It's time to come together It's up to you, what's your pleasure? (Everyone around the world, come on)  [Pre-Chorus] Yahoo! It's a celebration Yahoo! See Kool & the Gang LiveGet tickets as low as $65You might also like[Chorus] Celebrate good times, come on (It's a celebration) Celebrate good times, come on (Let's celebrate)  [Verse] There's a party goin' on right here A dedication to last throughout the years So bring your good times and your laughter too We gonna celebrate and party with you Come on now  [Chorus] (Celebration) Let's all celebrate and have a good time, yeah-yeah (Celebration) We gon' celebrate and have a good time  [Refrain] It's time to come together It's up to you, what's your pleasure? (Everyone around the world, come on)  [Pre-Chorus] Yahoo! It's a celebration Yahoo! It's a celebration  [Chorus] Celebrate good times, come on (Let's celebrate, come on now) Celebrate good times, come on (Let's celebrate) [Bridge] We're gonna have a good time tonight Let's celebrate, it's all right We're gonna have a good time tonight Let's celebrate, it's all right, baby We're gonna have a good time tonight (Celebration) Let's celebrate, it's all right We're gonna have a good time tonight (Celebration) Let's celebrate, it's all right  [Pre-Chorus] Yahoo! Yahoo!  [Chorus] Celebrate good times, come on (Let's celebrate) Celebrate good times, come on (It's a celebration) Celebrate good times, come on (Let's celebrate) Celebrate good times, come on (Come on and celebrate tonight) (Baby everything's gonna be alright, let's celebrate) Celebrate good times, come on Celebrate good times, come on (Let's have a great time, celebrate) Celebrate good times, come on9Embed"
"Earth, Wind & Fire",September,pop,"145 ContributorsTranslationsTürkçeEspañolPortuguêsDeutschSeptember Lyrics[Verse 1] Do you remember The twenty-first night of September? Love was changin' the minds of pretenders While chasin' the clouds away Our hearts were ringin' In the key that our souls were singin' As we danced in the night, remember How the stars stole the night away, oh yeah  [Chorus] Hey, hey, hey Ba-dee-ya Say, do you remember? Ba-dee-ya Dancin' in September Ba-dee-ya Never was a cloudy day  [Post-Chorus] Ba-du, ba-du, ba-du, ba-du Ba-du, ba-du, ba-du, ba-du Ba-du, ba-du, ba-du-da Ba-du, yeah  [Verse 2] My thoughts are with you Holdin' hands with your heart to see you Only blue talk and love, remember How we knew love was here to stay Now December Found a love we shared in September Only blue talk and love, remember True love we share today See Earth, Wind & Fire LiveGet tickets as low as $94You might also like[Chorus] Hey, hey, hey (Yeah, yeah, yeah) Ba-dee-ya Say, do you remember? Ba-dee-ya (Oh) Dancin' in September Ba-dee-ya (Hey) Never was a cloudy day And we'll say ba-dee-ya (Ba-dee-ya, dee-ya) Say, do you remember? Ba-dee-ya (Ba-dee-ya, dee-ya) Dancin' in September Ba-dee-ya (Ba-dee-ya, dee-ya) Golden dreams were shiny days (Dee-ya)  [Bridge] The bells was ringin', oh-oh Our souls were singin' Do you remember never a cloudy day? Yow  [Chorus] And we'll say ba-dee-ya (Ba-dee-ya, dee-ya) Say, do you remember? Ba-dee-ya (Ba-dee-ya, dee-ya) Dancin' in September Ba-dee-ya (Ba-dee-ya, dee-ya) Never was a cloudy day (Dee-ya) And we'll say ba-dee-ya (Ba-dee-ya, dee-ya) Say, do you remember? Ba-dee-ya (Ba-dee-ya, dee-ya) Dancin' in September Ba-dee-ya (Ba-dee ya, dee-ya) Golden dreams were shiny days (Dee-ya) [Outro] Ba-dee-ya, dee-ya, dee-ya Ba-dee-ya, dee-ya, dee-ya Ba-dee-ya, dee-ya, dee-ya, dee-ya Ba-dee-ya, dee-ya, dee-ya Ba-dee-ya, dee-ya, dee-ya Ba-dee-ya, dee-ya, dee-ya, dee-ya117Embed"
Bon Jovi,Livin' On A Prayer,pop,"93 ContributorsTranslationsPortuguêsLivin’ on a Prayer Lyrics[Intro] Once upon a time, not so long ago  [Verse 1] Tommy used to work on the docks Union's been on strike, he's down on his luck It's tough So tough Gina works the diner all day Workin' for her man, she brings home her pay For love Mm, for love  [Pre-Chorus] She says, ""We've gotta hold on to what we've got It doesn't make a difference if we make it or not We've got each other and that's a lot for love We'll give it a shot""  [Chorus] Woah, we're halfway there Woah-oh, livin' on a prayer Take my hand, we'll make it, I swear Woah-oh, livin' on a prayer  [Verse 2] Tommy's got his six-string in hock Now he's holdin' in, when he used to make it talk So tough Ooh, it's tough Gina dreams of runnin' away When she cries in the night, Tommy whispers ""Baby, it's okay Someday"" You might also like[Pre-Chorus] We've gotta hold on to what we've got It doesn't make a difference if we make it or not We've got each other and that's a lot for love We'll give it a shot  [Chorus] Woah, we're halfway there Woah-oh, livin' on a prayer Take my hand, we'll make it I swear Woah-oh, livin' on a prayer, livin' on a prayer  [Guitar Solo]  [Bridge] Ooh, we gotta hold on, ready or not You live for the fight when that's all that you've got  [Chorus] Woah, we're halfway there Woah-oh, livin' on a prayer Take my hand and we'll make it, I swear Woah-oh, livin' on a prayer Woah, we're halfway there Woah-oh, livin' on a prayer Take my hand and we'll make it, I swear Woah-oh, livin' on a prayer Woah, we're halfway there Woah-oh, livin' on a prayer Take my hand and we'll make it, I swear Woah-oh, livin' on a prayer50Embed"
No Doubt,Don't Speak,pop,"60 ContributorsTranslationsPortuguêsDon’t Speak Lyrics[Verse 1] You and me We used to be together Every day together, always I really feel That I'm losing my best friend I can't believe this could be the end  [Pre-Chorus] It looks as though You're letting go And if it's real, well, I don't want to know  [Chorus] Don't speak I know just what you're sayin' So please stop explainin' Don't tell me 'cause it hurts Don't speak I know what you're thinkin' I don't need your reasons Don't tell me 'cause it hurts  [Verse 2] Our memories They can be inviting But some are altogether mighty frightening You might also like[Pre-Chorus] As we die Both you and I With my head in my hands I sit and cry  [Chorus] Don't speak I know just what you're sayin' So please stop explainin' Don't tell me 'cause it hurts No, no, no, don't speak I know what you're thinkin' And I don't need your reasons Don't tell me 'cause it hurts  [Bridge] It's all ending I gotta stop pretending Who we are  [Guitar Solo]  [Verse 3] You and me I can see us dyin' Are we? [Chorus] Don't speak I know just what you're sayin' So please stop explainin' Don't tell me 'cause it hurts No, no, don't speak I know what you're thinkin' And I don't need your reasons Don't tell me 'cause it hurts Don't tell me 'cause it hurts I know what you're sayin' So please stop explainin' Don't speak, don't speak Don't speak, no I know what you're thinkin' And I don't need your reasons I know you're good I know you're good I know you're real good, oh  [Post-Chorus] La-la-la-la La-la-la-la Don't, don't Ooh-ooh [Outro] Hush, hush, darlin' Hush, hush, darlin' Hush, hush Don't tell me 'cause it hurts Hush, hush, darlin' Hush, hush, darlin' Hush, hush Don't tell me 'cause it hurts Oh, hush, hush, darlin' Hush, hush, darlin'45Embed"
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",pop,"95 ContributorsTranslationsDeutschRocket Man (I Think It’s Going to Be a Long, Long Time) Lyrics[Verse 1] She packed my bags last night pre-flight Zero hour 9 a.m.​​ And I'm gonna be high as a kite by then I miss the Earth so much, I miss my wife It's lonely out in space On such a timeless flight  [Chorus] And I think it's gonna be a long long time 'Til touchdown brings me 'round again to find I'm not the man they think I am at home Oh, no, no, no I'm a rocket man Rocket man burnin' out his fuse up here alone And I think it's gonna be a long long time 'Til touchdown brings me 'round again to find I'm not the man they think I am at home Oh, no, no, no I'm a rocket man Rocket man burnin' out his fuse up here alone  [Verse 2] Mars ain't the kind of place to raise your kids In fact, it's cold as hell And there's no one there to raise them if ya did And all the science, I don't understand It's just my job five days a week A rocket man A rocket man You might also like[Chorus] And I think it's gonna be a long long time 'Til touchdown brings me 'round again to find I'm not the man they think I am at home Oh, no, no, no I'm a rocket man Rocket man burnin' out his fuse up here alone And I think it's gonna be a long long time 'Til touchdown brings me 'round again to find I'm not the man they think I am at home Oh, no, no, no I'm a rocket man Rocket man burnin' out his fuse up here alone  [Outro] And I think it's gonna be a long long time And I think it's gonna be a long long time And I think it's gonna be a long long time And I think it's gonna be a long long time And I think it's gonna be a long long time And I think it's gonna be a long long time And I think it's gonna be a long long time And I think it's gonna be a long long time And I think it's gonna be a long long time60Embed"
Spice Girls,Wannabe,pop,"1 ContributorCall Me What You Like LyricsVerse 1:  Call me Kiki Call me Lan Call me Sida Call me Tam  Call me X. thao Call me Bitch Call me Princess Call me Whore  Verse 2:  Call me Lancé Call me Bedé Call me Horny Call me Crazy  Call me Bitchboard Call me Grammu Call me Gala Call me Karma  Hook: You might also likeCALL ME WHAT YOU LIKE CALL ME WHAT YOU LIKE CALL ME WHAT YOU LIKE I DON'T WANT TO FIGHT CALL ME WHAT YOU LIKE CALL ME WHAT YOU LIKE CALL ME WHAT YOU LIKE I'M NOT HERE TO FIGHT  Verse 3:  ALL THE LADIES IN, ALL THE LADIES IN ALL THE GOOD ONES IN, ALL THE GOOD ONES IN FORGIVE ALL MY SINS, FORGIVE ALL MY SINS UGLY MEN, EXTINCT!, UGLY MEN, EXTINCT! ALL MY SISTERS IN, ALL MY SISTERS IN NEVER STOP BELIEVIN', NEVER DIE A VIRGIN FORGIVE ALL MY SINS, FORGIVE ALL MY SINS UGLY MEN, EXTINCT!, UGLY MEN, EXTINCT!   STRIKE A POSE STRIKE A POSE STRIKE A POSE  Hook: CALL ME WHAT YOU LIKE CALL ME WHAT YOU LIKE CALL ME WHAT YOU LIKE I DON'T WANT TO FIGHT CALL ME WHAT YOU LIKE CALL ME WHAT YOU LIKE CALL ME WHAT YOU LIKE I'M NOT HERE TO FIGHT I DON'T WANT TO FIGHT I DON'T WANT TO FIGHT I DON'T WANT TO FIGHT  Outro:  ''And I Oop''  ''Wannabe - Spice Girls''Embed"
The B-52's,Love Shack,pop,"57 ContributorsLove Shack Lyrics[Sung by: Fred, Kate and Cindy]  If you see a faded sign at the side of the road that says “15 miles to the Love Shack” Love Shack, yeah, yeah I'm heading down the Atlanta highway Looking for the love getaway Headed for the love getaway I got me a car that's as big as a whale And we're heading on down to the Love Shack I got me a Chrysler that seats about 20 So hurry up and bring your jukebox money  The Love Shack is a little old place where we can get together Love Shack, baby (a-Love Shack, baby) Love Shack, baby, Love Shack Love Shack, baby, Love Shack Love Shack, baby, Love Shack (Love, baby, that's where it's at) Love Shack, baby, Love Shack (Love, baby, that's where it's at)  Sign says (woo!), “Stay away, fools 'Cause love rules at the Love Shack” Well, it's set way back in the middle of a field Just a funky old shack and I gotta get back Glitter on the mattress Glitter on the highway Glitter on the front porch Glitter on the highway You might also likeThe Love Shack is a little old place where we can get together Love Shack, baby (Love Shack, baby) Love Shack, that's where it's at Love Shack, that's where it's at  Hugging and a-kissing Dancing and a-loving Wearing next to nothing 'Cause it's hot as an oven The whole shack shimmies Yeah, the whole shack shimmies The whole shack shimmies When everybody's moving around And around and around and around Everybody's moving, everybody's grooving, baby Folks lining up outside just to get down Everybody's moving, everybody's grooving, baby Funky little shack Funky little shack  [Instrumental Break]  Hop in my Chrysler, it's as big as a whale, and it's about to set sail I got me a car, it seats about 20 So come on and bring your jukebox money The Love Shack is a little old place where we can get together Love Shack, baby (a-Love Shack, baby) Love Shack, baby, Love Shack Love Shack, baby, Love Shack Love Shack, baby, Love Shack (Love, baby, that's where it's at) Love Shack, baby, Love Shack (Love, baby, that's where it's at)  Bang, bang, bang on the door baby Knock a little louder baby Bang, bang, bang on the door baby I can't hear you Bang, bang, bang on the door, baby Knock a little louder, sugar Bang, bang, bang on the door, baby I can't hear you Bang, bang, bang on the door, baby (Knock a little louder) Bang, bang, bang on the door baby Bang, bang (On the door, baby) Bang, bang (On the door) Bang, bang (On the door, baby) Bang, bang Your what? Tin roof, rusted Love Shack, baby, Love Shack Love Shack, baby, Love Shack (Love, baby, that's where it's at, yeah) Love Shack, baby, Love Shack (Love, baby, that's where it's at) Love Shack, baby, Love Shack Hugging and a-kissing Dancing and a-loving At the Love Shack2Embed"
Blondie,Call Me,pop,"54 ContributorsTranslationsSuomiFrançaisCall Me Lyrics[Instrumental Intro 00:00-00:29]​  [Verse 1] Color me your color, baby, color me your car Color me your color, darling, I know who you are Come up off your color chart I know where you're coming from  [Chorus] Call me (Call me) on the line Call me, call me any, anytime Call me (Call me) I'll arrive You can call me any day or night, call me [Verse 2]​ Cover me with kisses, baby, cover me with love Roll me in designer sheets, I'll never get enough Emotions come, I don't know why Cover up love's alibi  [Chorus] Call me (Call me) on the line Call me, call me any, anytime Call me (Call me) I'll arrive When you're ready we can share the wine, call me You might also like[Instrumental Break 01:52-02:25]  [​​Bridge]​​ Ooh, he speaks the languages of love Ooh, amore, chiamami, chiamami Ooh, appelle-moi, mon chéri, appelle-moi Anytime, anyplace, anywhere, any way Anytime, anyplace, anywhere, any day, any way  [Instrumental Break 02:55-03:30] [Keyboard Solo]  [Refrain] Call me  [Instrumental ​​Break 03:31-04:04]​​  [Verse 3] Take me out and show me off And put me on the scene Dress me in the fashions of the 1980s You're a man, no in-between You know what your words can mean  [Chorus] Call me (Call me) on the line Call me, call me any day or night Call me (Call me) I'll arrive Call me, call me into overtime, call me [Instrumental ​​Break 04:38-04:52]  [Chorus] Call me (Call me), my love Call me, call me any, anytime Call me (Call me) for a ride Call me, call me for some overtime Call me (Call me), my love, call me, call me in a sweet design Call me (Call me), call me for your lover's lover's alibi Call me (Call me) on the line Call me, call me any, anytime  [Breakdown] Call me, ah-ha, call me, ah-ha-ha Call me, ah-ha-ha, call me any day or night Call me, ooh-ooh-ah-ha-ha, ooh-ooh-ha-ha-ha Call me, ah-ah-ooh Call me, my, my sleek designs Call me for a ride, call me inside Call me, all night, all day, ah-ha, call me Ooh-ooh-ooh-ooh-ah-ah-ah  [Instrumental Break 06:20-7:17] [Guitar Solo]  [Outro] Call me (Call me) in my life Call me, call me any, any time Call me (Call me) I'll arrive Call me, call me for some overtime Call me (Call me) in my life Call me, call me and my sleek designs Call me (Call me), call me for your lover's lover's alibi Call me (Call me) in my life Call me, call me any, any time Call me (Call me) Ooh-ooh-ooh Call me, oh-oh Call me (Call me) in my life Call me, call me any, any time17Embed"
Fleetwood Mac,Go Your Own Way,pop,"61 ContributorsTranslationsPortuguêsGo Your Own Way Lyrics[Verse 1: Lindsey Buckingham] Loving you isn't the right thing to do How can I ever change things that I feel? If I could, maybe I'd give you my world How can I when you won't take it from me?  [Chorus: Stevie Nicks & Lindsey Buckingham, Lindsey Buckingham] You can go your own way, go your own way You can call it another lonely day You can go your own way, go your own way  [Verse 2: Lindsey Buckingham] Tell me why everything turned around Packing up, shacking up's all you wanna do If I could, baby, I'd give you my world Open up, everything's waiting for you  [Chorus: Stevie Nicks & Lindsey Buckingham, Lindsey Buckingham] You can go your own way, go your own way You can call it another lonely day You can go your own way, go your own way [Instrumental Bridge]  [Chorus: Stevie Nicks & Lindsey Buckingham, Lindsey Buckingham] (Ah!) You can go your own way, go your own way You can call it another lonely day, another lonely day You can go your own way, go your own way You can call it another lonely day, another lonely day You might also like[Outro: Stevie Nicks & Lindsey Buckingham, Lindsey Buckingham] You can call it another lonely day, another lonely day You can call it another lonely day, another lonely day You can call it another lonely day, oh, yeah, oh, yeah You can call it another lonely day Lonely day22Embed"
Eagles,Hotel California,pop,"284 ContributorsTranslationsEspañolFrançaisفارسیTürkçeDeutschМакедонскиHotel California Lyrics[Verse 1] On a dark desert highway Cool wind in my hair Warm smell of colitas Rising up through the air Up ahead in the distance I saw a shimmering light My head grew heavy and my sight grew dim I had to stop for the night  [Verse 2] There she stood in the doorway I heard the mission bell And I was thinkin' to myself ""This could be Heaven or this could be Hell"" Then she lit up a candle And she showed me the way There were voices down the corridor I thought I heard them say  [Chorus] ""Welcome to the Hotel California Such a lovely place (Such a lovely place) Such a lovely face Plenty of room at the Hotel California Any time of year (Any time of year) You can find it here"" You might also like[Verse 3] Her mind is Tiffany-twisted She got the Mercedes Benz, uh She got a lot of pretty, pretty boys That she calls friends How they dance in the courtyard Sweet summer sweat Some dance to remember Some dance to forget  [Verse 4] So I called up the Captain ""Please bring me my wine"" He said, ""We haven't had that spirit here Since 1969"" And still those voices are callin' From far away Wake you up in the middle of the night Just to hear them say  [Chorus] ""Welcome to the Hotel California Such a lovely place (Such a lovely place) Such a lovely face They livin' it up at the Hotel California What a nice surprise (What a nice surprise) Bring your alibis"" [Verse 5] Mirrors on the ceiling The pink champagne on ice, and she said ""We are all just prisoners here Of our own device"" And in the master's chambers They gathered for the feast They stab it with their steely knives But they just can't kill the beast  [Verse 6] Last thing I remember, I was Running for the door I had to find the passage back To the place I was before ""Relax,"" said the night man ""We are programmed to receive You can check out any time you like But you can never leave"" [Guitar Solo]254Embed"
Lady Gaga,Poker Face,pop,"196 ContributorsTranslationsTürkçeEspañolPortuguêsNederlandsDeutschPoker Face Lyrics[Intro] Mum-mum-mum-mah Mum-mum-mum-mah Mum-mum-mum-mah Mum-mum-mum-mah Mum-mum-mum-mah  [Verse 1] I wanna hold 'em like they do in Texas, please (Woo) Fold 'em, let 'em hit me, raise it, baby, stay with me (I love it) LoveGame intuition, play the cards with spades to start And after he's been hooked, I'll play the one that's on his heart  [Pre-Chorus] Oh, woah-oh, oh, oh Oh-oh-oh-oh-oh-oh I'll get him hot, show him what I've got Oh, woah-oh, oh, oh Oh-oh-oh-oh-oh-oh I'll get him hot, show him what I've got  [Chorus] Can't read my, can't read my No, he can't read my poker face (She's got me like nobody) Can't read my, can't read my No, he can't read my poker face (She's got me like nobody) You might also like[Post-Chorus] P-p-p-poker face, f-f-fuck her face (Mum-mum-mum-mah) P-p-p-poker face, f-f-fuck her face (Mum-mum-mum-mah)  [Verse 2] I wanna roll with him, a hard pair we will be (Woo) A little gamblin' is fun when you're with me (I love it, woo) Russian roulette is not the same without a gun And baby, when it's love, if it's not rough, it isn't fun, fun  [Pre-Chorus] Oh, woah-oh, oh, oh Oh-oh-oh-oh-oh-oh I'll get him hot, show him what I've got Oh, woah-oh, oh, oh Oh-oh-oh-oh-oh-oh I'll get him hot, show him what I've got  [Chorus] Can't read my, can't read my No, he can't read my poker face (She's got me like nobody) Can't read my, can't read my No, he can't read my poker face (She's got me like nobody) [Post-Chorus] P-p-p-poker face, f-f-fuck her face (Mum-mum-mum-mah) P-p-p-poker face, f-f-fuck her face (Mum-mum-mum-mah) (Mum-mum-mum-mah) (Mum-mum-mum-mah)  [Bridge] I won't tell you that I love you Kiss or hug you 'Cause I'm bluffin' with my muffin I'm not lyin', I'm just stunnin' with my love-glue-gunnin' Just like a chick in the casino Take your bank before I pay you out I promise this, promise this Check this hand 'cause I'm marvelous  [Chorus] Can't read my, can't read my No, he can't read my poker face (She's got me like nobody) Can't read my, can't read my No, he can't read my poker face (She's got me like nobody) Can't read my, can't read my No, he can't read my poker face (She's got me like nobody) Can't read my, can't read my No, he can't read my poker face (She's got me like nobody) Can't read my, can't read my No, he can't read my poker face (She's got me like nobody) Can't read my, can't read my No, he can't read my poker face (She's got me like nobody) [Post-Chorus] P-p-p-poker face, f-f-fuck her face P-p-p-poker face, f-f-fuck her face (She's got me like nobody) P-p-p-poker face, f-f-fuck her face (Mum-mum-mum-mah) P-p-p-poker face, f-f-fuck her face (Mum-mum-mum-mah) P-p-p-poker face, f-f-fuck her face (Mum-mum-mum-mah) P-p-p-poker face, f-f-fuck her face (Mum-mum-mum-mah)93Embed"
Billy Joel,Piano Man,pop,"103 ContributorsTranslationsDeutschEspañolNederlandsPiano Man Lyrics[Verse 1] It's nine o'clock on a Saturday The regular crowd shuffles in There's an old man sittin' next to me Makin' love to his tonic and gin He says, ""Son, can you play me a memory? I'm not really sure how it goes But it's sad, and it's sweet, and I knew it complete When I wore a younger man's clothes""  [Refrain] La, la-la, di-dee-da La-la, di-dee-da da-dum  [Chorus] Sing us a song, you're the piano man Sing us a song tonight Well, we're all in the mood for a melody And you've got us feelin' alright  [Verse 2] Now John at the bar is a friend of mine He gets me my drinks for free And he's quick with a joke, or to light up your smoke But there's someplace that he'd rather be He says, ""Bill, I believe this is killing me"" As the smile ran away from his face ""Well, I'm sure that I could be a movie star If I could get out of this place"" See Billy Joel LiveGet tickets as low as $76You might also like[Refrain] Oh, la, la-la, di-dee-da La-la, di-dee-da da-dum  [Verse 3] Now Paul is a real estate novelist Who never had time for a wife And he's talkin' with Davy, who's still in the navy And probably will be for life And the waitress is practicing politics As the businessmen slowly get stoned Yes, they're sharing a drink they call loneliness But it's better than drinkin' alone  [Piano Solo]  [Chorus] Sing us a song, you're the piano man Sing us a song tonight Well, we're all in the mood for a melody And you've got us feelin' alright  [Verse 4] It's a pretty good crowd for a Saturday And the manager gives me a smile 'Cause he knows that it's me they've been comin' to see To forget about life for a while And the piano, it sounds like a carnival And the microphone smells like a beer And they sit at the bar and put bread in my jar And say, ""Man, what are you doin' here?"" [Refrain] Oh, la, la-la, di-dee-da La-la, di-dee-da da-dum  [Chorus] Sing us a song, you're the piano man Sing us a song tonight Well, we're all in the mood for a melody And you've got us feelin' alright92Embed"
Daryl Hall & John Oates,You Make My Dreams (Come True),pop,"36 ContributorsYou Make My Dreams (Come True) Lyrics[Verse 1] What I want You've got and it might be hard to handle But like a flame that burns the candle The candle feeds the flame, yeah, yeah What I've got Full stock of thoughts and dreams that scatter And you pull them all together And, uh, how? I can't explain  [Chorus] Oh, yeah, well, well, you (Ooh-ooh, ooh-ooh-ooh) You make my dreams come true You (You, you, you, ooh-ooh-ooh, you) Well, well, well, you (Ooh-ooh, ooh-ooh-ooh) Oh, yeah, you make my dreams come true (You, you, you, ooh-ooh-ooh, you) Well, yeah  [Verse 2] On a night when bad dreams become a screamer When they're messin' with the dreamer, I can laugh it in the face Twist and shout my way out and wrap yourself around me 'Cause I, I ain't the way you found me and I'll never be the same  [Chorus] Oh, yeah, well, 'cause you (Ooh-ooh, ooh-ooh-ooh) Mm-hmm You make my dreams come true Oh, yeah (You, you, you, ooh-ooh-ooh, you) Well, well, well, you (Ooh-ooh, ooh-ooh-ooh) Ooh-ooh You make my dreams come true (You, you, you, ooh-ooh-ooh, you) Oh, yeah Well, listen to this Ow You might also like[Instrumental Break]  [Bridge] I'm down on my daydream Oh, that sleepwalk should be over by now, I know  [Chorus] Well, you Yeah-yeah You make my dreams come true Oh, yeah (You, you, you, ooh-ooh-ooh, you)  [Outro] I've been waiting for, waiting for you, girl (Ooh-ooh, ooh-ooh-ooh) Oh, yeah, you make a-my dreams come true (You, you, you, ooh-ooh-ooh, you) Me, you, me, you, me I've been waiting for, waiting for you, girl (Ooh-ooh, ooh-ooh-ooh) Oh, my, you makin' my dreams come true (You) Oh (You, you, you, ooh-ooh-ooh, you) Woah-ooh-woah, I've been waitin' for, waitin' for, waitin' for (Ooh-ooh, ooh-ooh-ooh) Waitin' for, waitin' for, waitin' for, waitin' You make my dreams (You, you, you, ooh-ooh-ooh, you) Ooh ooh ooh ooh ooh ooh Ooh ooh ooh ooh I've been waitin' for you, girl (Ooh-ooh, ooh-ooh-ooh) You make my dreams (You, you, you, ooh-ooh-ooh, you)12Embed"
