artist_name,track_name,genre,lyrics
Stella Cole,My Future,jazz,"1 ContributorMy Future Lyrics[Verse 1] I can't seem to focus And you don't seem to notice I'm not here I'm just a mirror You check your complexion To find your reflection's all alone I had to go  [Pre-Chorus] Can't you hear me? I'm not comin' home Do you understand? I've changed my plans  [Chorus] 'Cause I, I'm in love With my future Can't wait to meet her And I, I'm in love But not with anybody else Just wanna get to know myself  [Verse 2] I know supposedly I'm lonely now Know I'm supposed to be unhappy Without someone But aren't I someone? And I'd, I'd like to be your answer 'Cause you're so handsome You might also like[Pre-Chorus] But I know better Than to drive you home 'Causе you'd invite me in And I'd be yours again  [Chorus] But I, I'm in lovе With my future And you don't know her I'm, I'm in love But not with anybody here I'll see you in a couple yearsEmbed"
Jazzmeia Horn,You're Getting to Be a Habit With Me,jazz,"2 ContributorsYou’re Getting to Be a Habit With Me Lyrics[Intro] Ooh-ooh Ooh-ooh-ooh-ooh Oh-oh, mm  [Verse] Every kiss and every hug Seems to act just like a drug You're getting to be a habit with me Let me stay in your arms 'Cause I'm addicted to your charms You're getting to be a habit with me, dear  [Bridge] I used to think your love was something That I could take or leave alone But now, now, now I could not do without my supply I need you for my own  [Chorus] Oh, I can't break away I must have you everyday As regularly as coffee or tea, dear 'Cause you've got me in your clutches And you've got me, mm, in your clutches You've got me, baby, right in your clutches Say that I need, yeah, your clutchеs And I can't break free You've got me, baby, mm You'vе got me You've got me, me, me, me, me, me You're getting to be a habit with me With me You might also like[Outro] Ooh-ooh-ooh-oohEmbed"
Anthony Lazaro,Another You,jazz,"1 ContributorAnother You Lyrics[Verse 1: Matthew Ifield ] I've been around all of the world I've seen the craziest places But I can tell you that no one, girl Is crazier than you And I've climbed the highest mountain Where the air's so thin Only with you, you know My head will start to spin  [Pre-Chorus: Matthew Ifield] And even if I do an expedition And fly above the oceans like a bird I know there's going to be no competition There's only one like you in the whole world  [Chorus Matthew Ifield] Yes, I know I'll never find another you, babe It doesn't matter how long I look How far I go If I could roam Thе whole wide world, I will discover You will always bе the one  [Verse 2: Anthony Lazaro] I've looked into the eyes Of the famous Bengal tiger After I've seen you angry I am not impressed And I've heard Westminster's bells And Notre Dame choir singing But I still feel your laughter Truly rings the best You might also like[Pre-Chorus: Anthony Lazaro and Matthew Ifield] And even if I do an expedition And fly above the oceans like a bird I know there's going to be no competition There's only one like you in the whole world  [Chorus: Anthony Lazaro and Matthew Ifield] Yes, I know I'll never find another you, babe It doesn't matter how long I look How far I go If I could roam The whole world, I will discover You have always been the one  [Chorus: Anthony Lazaro and Matthew Ifield] Yes, I know I'll never find another you, babe It doesn't matter how long I look How far I go If I could roam The whole world, I will discover You have always been the oneEmbed"
Samara Joy,You Stepped Out Of A Dream,jazz,"4 ContributorsYou Stepped Out of a Dream LyricsYou stepped out of a dream You are too wonderful To be what you seem Could there be eyes like yours? Could there be lips like yours? Could there be smiles like yours, honest and truly? You stepped out of a cloud I want to take you away from the crowd And have you all to myself Alone and apart Out of a dream Safe in my heart  [Instrumental Break] *Scatting*  You stepped out of a cloud And I want to take you away from the crowd And have you all to myself Alone and apart Out of a dream Safe in my heart  Safe in my heart Out of a dream Safe in my heart Out of a dream Safe in my heartYou might also likeEmbed"
Caloé,Reste un peu,jazz,"3 ContributorsTranslationsPortuguêsLe carré Lyrics[Paroles de ""Le carré""]  [Intro] Bianca (Que?) Comment tu fais ta danse avec les fesses là ? Ton carré là ?  [Refrain] Bianca, dis-moi, comment on fait l'quadradinho ? Bianca, dis-moi, comment on fait l'quadradinho ? Haut, droite, bas, gauche Haut, droite, bas, carré  [Couplet 1] J'fais le carré dans le carré, ramène ta pote et c'est carré [?] mais j'reste un peu si j'suis calée Bianca j'suis chaude dans le clube Tu peux m'aimer, tu peux m'haïr Mais ma loco jamais tu m'oublies  [Pré-Refrain] Bianca vai te ensinar a dançar um quadradinho Bianca vai te ensinar a dançar um quadradinho Bianca vai te ensinar a dançar um quadradinho Bianca vai te ensinar a dançar um quadradinho You might also like[Refrain] Bianca, dis-moi, comment on fait l'quadradinho ? Bianca, dis-moi, comment on fait l'quadradinho ? Haut, droite, bas, gauche Haut, droite, bas, gauchе Haut, droite, bas, gauche Haut, droite, bas, gauchе Haut, droite, bas, gauche Haut, droite, bas, gauche Haut, droite, bas, gauche  [Couplet 2] Cinquante et un dans la coupe Tchin tchin sont dégoûtés Dring dring j'ai les contacts Ta gow elle s'colle un peu trop On dirait qu'elle a les crocs (rrrh) C'est mon gloss qu'elle veut goûter Avec moi c'est une poupée Son mec a le check de l'épaule  [Pré-Refrain] Bianca vai te ensinar a dançar um quadradinho Bianca vai te ensinar a dançar um quadradinho Bianca vai te ensinar a dançar um quadradinho Bianca vai te ensinar a dançar um quadradinho [Refrain] Bianca, dis-moi, comment on fait l'quadradinho ? Bianca, dis-moi, comment on fait l'quadradinho ? Haut, droite, bas, gauche Haut, droite, bas, gauche Haut, droite, bas, gauche Haut, droite, bas, gauche Haut, droite, bas, gauche Haut, droite, bas, gauche Haut, droite, bas, gauche  [Outro] Bianca vai te ensinar a dançar um quadradinho Bianca vai te ensinar a dançar um quadradinho Bianca vai te ensinar a dançar um quadradinho Bianca vai te ensinar a dançar um quadradinhoEmbed"
Laufey,Where or When,jazz,"7 ContributorsWhere or When Lyrics[Verse 1] It seems we stood and talked like this before We looked at each other in the same way then But I can't remember where or when  [Verse 2] The clothes you're wearing are the clothes you wore The smile you were smiling, you were smiling then But I can't remember where or when  [Pre-Chorus] Some things that happened for the first time Seem to be happening again  [Chorus] And so it seems that we've met before And laughed before And loved before But who knows where or when?  [Instrumental Break]  [Pre-Chorus] Some things that happened for the first time Seem to be happening again You might also like[Chorus] And so it seems that we've met before And laughed before And loved before But who knows where or when?Embed"
Henry Mancini,Moon River,jazz,10 ContributorsMoon River LyricsMoon River Wider than a mile I'm crossin' you in style Some day Old dream maker You heart breaker Wherever your goin' I'm goin' your way Two drifters Off to see the world There's such a lot of world To see We're after the same Rainbow's end Waitin' round the bend My huckleberry friend Moon River And meYou might also likeEmbed
Milton Nascimento,Um Vento Passou (para Paul Simon) [Feat. Paul Simon],jazz,"3 ContributorsUm Vento Passou (para Paul Simon) Lyrics[Letra de ""Um Vento Passou (para Paul Simon)"" com Milton Nascimento, Paul Simon & Esperanza Spalding]  [Verso 1: Milton Nascimento] Foi um vento e passou Me lembrou de um lugar na cidade estrangeira Solidão  [Verso 2: Paul Simon] Eram águas turbulentas Sobe a ponte tão serena Era fonte maiss eterna Chá coesão  [Verso 3: Milton Nascimento, Paul Simon, Ambos] Coração se aqueceu agora lembrar de você Amizade é um dom Que precisa merecer Nesta vida Nessa história Não esquecer  [Verso 4: Milton Nascimento, Paul Simon] O silêncio é o som que não cabe mais no ar Muda o verso se escrevendo devagar O seu canto mе levava Por estradas tão desеrtas Paisagens infinitas Deste chão You might also like[Verso 5: Milton Nascimento, Paul Simon, Ambos] Coração se aqueceu agora lembrar de você Amizade é um dom Que precisa merecer Nesta vida Nossa história Não esquecer  [Saída: Milton Nascimento, Paul Simon, Ambos] Foi o céu que se abriu Foi o dia clarear Que me deu essa alegria de cantarEmbed"
Marvin Gaye,Inner City Blues,jazz,"Rockets, moon shots Spend it on the have-not's Money, we make it Before we see it, you take it Oh, make me wanna holler The way they do my life (Yeah) Make me wanna holler The way they do my life This ain't living, this ain't living No, no, baby, this ain't living No, no, no, no Inflation, no chance To increase finance Bills pile up sky high Send that boy off to die Oh, make me wanna holler The way they do my life (He-ey-ey) Yeah, make me wanna holler The way they do my life Oh, baby Hang ups, let downs Bad breaks, set backs Natural fact is Oh, honey, that I can't pay my taxes Oh, make me wanna holler And throw up both my hands Yeah, it make me wanna holler And throw up both my hands (Ow!) Crime is (Woo!) increasing Trigger happy policing Panic is spreading God knows where we're heading Oh, baby Make me wanna holler, they don�t understand Yeah, make me wanna holler, they don�t understand Mother, mother (Mother, mother) Everybody thinks we're wrong (Mother, mother) Who are they to judge us? (Mother, mother) Simply 'cause we wear our hair long (Mother, mother) Ooh Ah-ya-ya-ya-ya-ya-ya-ya-ya Oh"
Caity Gyorgy,"Baubles, Bangles and Beads",jazz,"1 ContributorBaubles, Bangles and Beads LyricsBaubles, bangles, hear how they jing, jinga-linga Baubles, bangles, bright shiny beads Sparkles, spangles, your heart will sing, singa-linga Wearing baubles, bangles and beads  I'll glitter and gleam so Make somebody dream so that One day he may buy me a ring, ringa-linga I've heard that is where it leads Wearing baubles, bangles, and beads  Baubles, bangles, hear how they jing, jinga-linga Baubles, bangles, bright shiny beads Sparkles, spangles, you're gonna sing, sing, sing, sing Wearing baublеs, bangles and beads  I'll glitter and glеam so To make somebody dream so that One day he may buy me a ring, ringa-linga I've heard that is where it leads Wearing the baubles And the bangles The baubles and the bangles and the bright, shiny beads  I'm talkin' about the baubles and the bangles Hear how they sing, sing, singa-linga Baubles, the bangles, and the bright shiny beads Bright shiny beads And the sparkles, spangles Your heart is gonna sing, sing, sing, sing Wearin' baubles, bangles, and beads You might also likeI'm gonna glitter and gleam so To make somebody dream so that One day he may buy me a ring, ringa-linga I've heard that is where it leads Ah wearin' the baubles And the bangles And the sparkles And all of those spangles I'm talkin' bout the baubles, bangles, sparkles and spangles Baubles, bangles, sparkles, spangles Baubles, bangles, bright, shiny beads  [piano solo]  So that One day he may buy me a ring, ringa-linga I've heard that is where it leads Ah wearin' the baubles And all of those bangles And don't forget the sparkles And all of the spangles I'm talkin' bout the baubles, bangles, sparkles and spangles Baubles, bangles, sparkles, spangles Baubles, bangles, bright, shiny beadsEmbed"
Gregoire Maret,Se Telefonando (Feat. Cassandra Wilson & Gregory Porter),jazz,"3 ContributorsSe Telefonando LyricsThe sky enchanted by the night Lying nude at the sea Two lonely strangers In the darkness, you and me When suddenly your hand touches mine I pull away I knew we could never last And the passion would pass When I telephone you, what would I say? Would you recall how much I loved you? If I thought that seeing you once again Would not remind me that I must see you If I knew that looking into your eyes won't leave me speechless Then I would meet you But I can't explain how this love that we have finally found Is alrеady overYou might also likeEmbed"
Stacey Kent,Solitude,jazz,"3 ContributorsSolitude LyricsIn my solitude, you haunt me With reveries of days gone by In my solitude, you taunt me With memories that never die I sit in my chair I'm filled with despair No one could be so sad With gloom everywhere I sit and I stare I know that I'll soon go mad In my solitude I'm praying Dear Lord above Send back my love  I sit in my chair I'm filled with despair No one could be so sad With gloom everywhere I sit and I stare I know that I'll soon go mad In my solitude I'm praying Dear Lord above Send back my love, oohSee Stacey Kent LiveGet tickets as low as $60You might also likeEmbed"
Myles Sanko,Peace of Mind,jazz,1 ContributorPeace of Mind Lyrics[Verse 1] I know it’s hard to say goodbye Somehow I can’t let go So much has happened in my life I would have loved you to know  [Chorus] So I hope you find A little peace of mind In this crazy world To help you on your way  [Post Chorus] To help you on your way To help you on your way To help you on your way  [Verse 2] So many words I should have said When we had time alone And they all but slipped away Now that you're gone  [Chorus] So I hope you find A little peace of mind In this crazy world To help you on your way You might also like[Post Chorus] To help you on your way To help you on your way To help you on your way  [Chorus] So I hope you find A little peace of mind In this crazy world To help you on your way  [Outro] Oh I hope you find A little peace of mind I hope you find A little peace of mind A little peace of mind A little peace of mindEmbed
Dominique Fils-Aimé,Give Me A Reason,jazz,2 ContributorsGive Me A Reason LyricsOh oh Oh oh Oh oh Oh oh  I dream of you every night now I dream of you every night now I think I’m in trouble I think I’m in trouble  Pa ra pa pow Pa ra pa pow Pa ra pa pow Pa ra pa pow pada pow  Pa ra pa pow Pa ra pa pow Pa ra pa pow Pa ra pa pow pada pow  Give me a reason To leave you Give me a reason To dare Dare to dare You might also likeTo dare To dare Dare  I long for you to make it right now I long for you to make it right now Am I seeing double Think I’m seeing double  Pa ra pa pow Pa ra pa pow Pa ra pa pow Pa ra pa pow pada pow  Pa ra pa pow Pa ra pa pow Pa ra pa pow Pa ra pa pow pada pow  Give me a reason To leave you Give me a reason To dare Dare to dare  Gimme a reason gimme a reason Gimme a reason gimme a reason Gimme a reason gimme a reason Gimme a reason gimme a reason (Dare) Gimme a reason gimme a reason (Dare) Gimme a reason gimme a reason (Dare) Gimme a reason gimme a reason (Dare) Gimme a reason gimme a reason  Pa ra pa pow pow pow pow Pa ra pa pow pow pow pow Pa ra pa pow pow pow powEmbed
Joshua Redman,Where Are You?,jazz,"1 ContributorWhere Are You? Lyrics[Verse 1] Where are you? Where have you gone without me? I thought you cared about me Where are you?  [Verse 2] Where's my heart? Where is the dream we started? I can’t believe we're parted Where are you?  [Bridge] When we said goodbye, love What had we to gain? When I gave you my love Was it all in vain?  [Verse 3] But all life through Must I go on pretending This is my happy ending? Where are you?  [Saxophone Solo] You might also like[Bridge] When we said goodbye, love What had we to gain? When I gave you my love Was it all in vain?  [Verse 3] All life through Must I go on pretending? Where is my happy ending? Where are you?Embed"
Lusaint,Dream Life,jazz,"1 ContributorDream Life Lyrics[Verse 1] Smile and be happy Oh, that's what they told me Beautiful house, beautiful life Forever lonely The riches I'm drowned in Liquid gold I'II be found in Heavy the head, heavy the heart With no one to hold it  [Pre-Chorus] I cry every night What's the meaning of life? Something money can't buy Wish I could push restart sometimes  [Chorus] So I could live my dream life The one that got away Yeah, I'd fly one way, say bye bye Yeah, l'd throw this all away 'Causе living ain't the truth When I'm lying without you It bugs me night and day Wish I could livе my dream life With the one that got away You might also like[Verse 2] I wish I had memories Of the girl that I could've been She wasn't alone, working from home A stone for a heartbeat No sense of adventure A coffee and codeine Washing away, numbing the pain Not where she wants to be  [Pre-Chorus] Every night Why's the meaning of life Something money can't buy? Wish I could push restart tonight  [Chorus] So I could live my dream life The one that got away Yeah, I'd fly one way, say bye bye Yeah, I'd throw this all away 'Cause living ain't the truth When I'm lying without you It bugs me night and day Wish I could live my dream life With the one that got away The one that got awayEmbed"
Youn Sun Nah,I've Seen That Face Before (Libertango),jazz,"Strange, I've seen that face before Seen him hanging 'round my door Like a hawk stealing for the prey Like the night waiting for the day Strange, he shadows me back home Footsteps echo on the stones Rainy nights, on Haussmann Boulevard Parisian music drifting from the bars Tu cherches quoi, rencontrer la mort? Tu te prends pour qui? Toi aussi, tu d�testes la vie Dance in bars and restaurants Home with anyone who wants Strange, he's standing there alone Staring eyes chill me to the bone Dans sa chambre, Jo�l et sa valise Un regard sur ses fringues Sur les murs, des photos Sans regret, sans m�lo La porte est claqu�e, Jo�l est barr� Hmm, mm-mm, mm-mm, mm Hmm-mm, hmm-mm-mm"
Casey Abrams,Stuck In London,jazz,"2 ContributorsStuck In London LyricsStuck in London, gotta make some dough Lost my beard and I lost my fro Looking high and I'm looking low But there ain't no pretty girls no more  I saw a girl who had a perfect smile But she wasn't you and I got bored after a while But I'll be fine, I got this picture in my mind  You and me riding the train to our destiny You and me eating mangoes in a mango tree  There is nothing that I would not do To be on plane going straight to you The bank said the payments didn't come through So I'm stuck working at the London Zoo  I help the kids get on the carousel But baby at night it's like a living hell But I'll be fine, I got this picture in my mind  Oh baby, you and me riding the train to our destiny Oh baby, you and me eating mangoes in a mango tree  You and me riding the train to our destiny (riding the train to our destiny) Baby you and me making love with this melody You and me, we drink coffee 'cause we don't like tea You and me eating mangoes in a mango tree You might also likeEating mangoes in a mango tree Eating mangoes in a mango tree Eating mangoes in a mango tree Eating mangoes in a mango treeEmbed"
Nicole Zuraitis,Save it for a Rainy Day,jazz,"2 ContributorsSave It For A Rainy Day Lyrics[Instrumental Intro]  Save it for a rainy day But who knew it would rain so long? Who knew skies could open like flood gates And tear like tears down slate empty sidewalks In a city that isn't awake?  Save it for a rainy day But now these clouds won't disappear Overcast, they stall flowers blooming Ever looming Remnants of springtime that never sprung anew like water Even dawns have turned to darker, cloudy hues And the blues like water Shapeless, filling voids from which it grew From which it grew  [Instrumental Break]  Likе water Rosy dawns have turned a darkеr hue And gloom like water Drowns the test of time from which it grew  Save it for a rainy day But who knew it would rain so long? Life with hugs abandoned for distance And music's beauty ceases existence As glimmers of hope beg to glisten Of hope beg to glisten You might also likeSave it for a rainy day But who knew it would rain so long? Save it for a rainy day Oh, the rain too long Save it for a rainy day Rain too longEmbed"
Sheku Kanneh-Mason,Same Boat,jazz,"[Verse 1] When the hopeful hum is so quiet And the sorrow sing so loud When a single drop of something good Is nowhere to be found When the part of you that smiles Is longing to be free Even though your soul is tumbling down I promise you this soon You will be back on your feet [Chorus] Cause baby, I've been rocking in the same boat For the longest time Tryna turn these clouds into a rainbow Hoping all is fine In the storm The one end When you think it's done It starts again [Verse 2] When you're looking at the road ahead And you see no sign of light When the moon has turned his back on you The stars will still burn bright You see, patience is a sour plan But the fruit It tastes so sweet And even though your soul is tumbling down I promise you this soon You will be back on your feet [Chorus] Cause baby, I've been rocking in the same boat For the longest time Tryna turn these clouds into a rainbow Hoping all is fine In the storm The one end When you think it's done It starts again [Bridge] We are, yeah we are, yeah we are (rocking in the same boat) Rocking in the same boat Oooh Rocking in the same boat Almost there yeah yeah Rocking in the same boat [Outro] Cause baby, I've been rocking in the same boat For the longest time (longest time) Tryna turn these clouds into a rainbow Hoping all is fine (all is fine) In the storm (one end) That one end When you think it's done It starts again Oooh it starts again"
Rod Stewart,Them There Eyes,jazz,"3 ContributorsThem There Eyes LyricsI fell in love with you the first time I looked into Them there eyes You have a certain lil cute way of flirtin' with Them there eyes  They make me feel so happy They can make me blue I'm fallin', no stallin' In a great big way for you  My heart is jumpin' you started somethin' with Them there eyes You'd better look out if you're wise, you know why They sparkle, they bubble Thеy're gonna get you in a whole lot of troublе Oh baby, them there eyes  Take it away Come on over here now, one time one time  I fell in love with you the first time I looked into Them there eyes You have a certain little cute way of flirtin' with Them there eyes  They make me feel so happy They can make me blue My heart is jumpin', you started somethin' with Them there eyesYou might also likeEmbed"
Afra Kane,Death in My Dreams,jazz,"2 ContributorsDeath in My Dreams LyricsSo I read If your loved ones are dead in your dreams You're afraid of losing them  So I read If there's a new proem You'll dream about the dead That's just how new life begins  Yeah, yeah, you'll dream about the dead That's how new life begins  Please listen to your heart Bury the old, welcome the new Well, it's true, the grieving is cruel  Peel off your ego Créanme, te digo A new chapter is coming for you Sit in your stillness, prepare your greatness A new chapter is coming for you, for you  Death in my dreams I believed to be real And I used to fear Death in my dreams, just an image appears I'm looking for a meaning, I bow to a new beginning You might also likeSo I read If there's a new change Parts of you will disappear That's how new paths begin Please listen to your heart Such a heart of gold Rest up a few, find a good book You'll feel better soon  Peel off your ego Créanme, te digo A new chapter is coming for you, you, you  Death in my dreams I believed to be real And I used to fear Death in my dreams, just an image appears I'm looking for a meaning, I bow to a new beginning Death in my dreams I believed to be real And I used to fear Death in my dreams, just an image appears I'm looking for a meaning, I bow to a new beginning  So, cheers to a new beginning I'm looking for a new meaning Bow to a new beginning Cheers to a new beginningEmbed"
