artist_name,track_name,genre,lyrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep Purple,Smoke on the Water,rock,"84 ContributorsTranslationsDeutschSmoke on the Water Lyrics[Instrumental Intro]  [Verse 1] We all came out to Montreux On the Lake Geneva shoreline To make records with a mobile We didn't have much time But Frank Zappa and the Mothers Were at the best place around But some stupid with a flare gun Burned the place to the ground  [Chorus] Smoke on the water And fire in the sky Smoke on the water  [Verse 2] They burned down the gambling house It died with an awful sound Funky Claude was running in and out Pulling kids out the ground When it all was over We had to find another place But Swiss time was running out It seemed that we would lose the race You might also like[Chorus] Smoke on the water And fire in the sky Smoke on the water [Guitar Solo]  [Verse 3] We ended up at the Grand Hotel It was empty, cold and bare But with the Rolling-truck-Stones-thing just outside Making our music there With a few red lights, a few old beds We made a place to sweat No matter what, we get out of this I know, I know we'll never forget  [Chorus] Smoke on the water And fire in the sky Smoke on the water [Instrumental Outro]23Embed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U2,Beautiful Day,rock,"77 ContributorsTranslationsPortuguêsBeautiful Day Lyrics[Verse 1] The heart is a bloom, shoots up through the stony ground There's no room, no space to rent in this town You're out of luck, and the reason that you had to care The traffic is stuck, and you're not moving anywhere You thought you'd found a friend to take you out of this place Someone you could lend a hand in return for grace  [Chorus] It's a beautiful day Sky falls, you feel like It's a beautiful day Don't let it get away  [Verse 2] You're on the road, but you've got no destination You're in the mud, in the maze of her imagination You love this town even if that doesn't ring true You've been all over, and it's been all over you  [Chorus] It's a beautiful day Don't let it get away It's a beautiful day Ooh-hoo-hoo You might also like[Post-Chorus] Touch me Take me to that other place Teach me I know I'm not a hopeless case  [Bridge] See the world in green and blue See China right in front of you See the canyons broken by cloud See the tuna fleets clearing the sea out See the Bedouin fires at night See the oil fields at first light And see the bird with a leaf in her mouth After the flood all the colours came out  [Chorus] It was a beautiful day Don't let it get away Beautiful day  [Post-Chorus] Touch me Take me to that other place Reach me I know I'm not a hopeless case [Outro] What you don't have you don't need it now What you don't know you can feel it somehow What you don't have you don't need it now Don't need it now Was a beautiful day27Embed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linkin Park,The Emptiness Machine,rock,"104 ContributorsTranslationsPortuguêsDeutschEspañolFrançaisPolskiItalianoРусскийУкраїнськаNorsk (bokmål / riksmål)СрпскиMagyarTürkçeThe Emptiness Machine Lyrics[Verse 1: Mike Shinoda] Your blades are sharpened with precision Flashing your favorite point of view I know you're waiting in the distance Just like you always do, just like you always do  [Pre-Chorus: Mike Shinoda] Already pulling me in Already under my skin And I know exactly how this ends, I  [Chorus: Mike Shinoda] Let you cut me open just to watch me bleed Gave up who I am for who you wanted me to be Don't know why I'm hopin' for what I won't receive Fallin' for the promise of the emptiness machine The emptiness machine  [Verse 2: Emily Armstrong, Emily Armstrong & Mike Shinoda] Goin' around like a revolver It's been decided how we lose 'Cause there's a fire under the altar I keep on lyin' to, I keep on lyin' to  [Pre-Chorus: Mike Shinoda & Emily Armstrong] Already pulling me in Already under my skin And I know exactly how this ends, I See Linkin Park LiveGet tickets as low as $78You might also like[Chorus: Emily Armstrong] Let you cut me open just to watch me bleed Gave up who I am for who you wanted me to be Don't know why I'm hopin' for what I won't receive Fallin' for the promise of the emptiness machine  [Bridge: Mike Shinoda, Emily Armstrong & Mike Shinoda] I only wanted to be part of something I only wanted to be part of, part of I only wanted to be part of something I only wanted to be part of, part of I only wanted to be part of something I only wanted to be part  [Chorus: Emily Armstrong] I let you cut me open just to watch me bleed Gave up who I am for who you wanted me to be Don't know why I'm hopin', so fuckin' naive Fallin' for the promise of the emptiness machine The emptiness machine  [Outro: Emily Armstrong & Mike Shinoda] (I only wanted to be part of something) The emptiness machine, oh (I only wanted to be part of) The emptiness machine8Embed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince,Kiss,rock,"63 ContributorsKiss Lyrics[Intro] Uh!  [Verse 1] You don't have to be beautiful to turn me on I just need your body, baby, from dusk 'til dawn You don't need experience to turn me out You just leave it all up to me, I'm gonna show you what it's all about  [Chorus] You don't have to be rich to be my girl You don't have to be cool to rule my world Ain't no particular sign I'm more compatible with I just want your extra time and your kiss  [Verse 2] You got to not talk dirty, baby, if you wanna impress me You can't be too flirty, mama, I know how to undress me, yeah I want to be your fantasy, maybe you could be mine You just leave it all up to me, we could have a good time, oh  [Chorus] You don't have to be rich to be my girl You don't have to be cool to rule my world Ain't no particular sign I'm more compatible with I just want your extra time and your kiss You might also like[Bridge] Yes, oh, I think I wanna dance, uh Oh! Gotta, gotta, oh Little Girl Wendy's Parade Gotta, gotta, gotta  [Verse 3] Women, not girls, rule my world, I said they rule my world Act your age, mama, not your shoe size, maybe we could do the twirl You don't have to watch “Dynasty” to have an attitude, uh You just leave it all up to me, my love will be your food  [Chorus] Yeah, you don't have to be rich to be my girl You don't have to be cool to rule my world Ain't no particular sign I'm compatible with I just want your extra time and your kiss23Embed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muse,Uprising,rock,"86 ContributorsUprising Lyrics[Intro] (So come on)  [Verse 1] Paranoia is in bloom The PR transmissions will resume They'll try to push drugs that keep us all dumbed down And hope that we will never see the truth around (So come on) Another promise, another seed Another packaged lie to keep us trapped in greed And all the green belts wrapped around our minds And endless red tape to keep the truth confined (So come on)  [Chorus] They will not force us They will stop degrading us They will not control us And we will be victorious (So come on)  [Verse 2] Interchanging mind control Come let the revolution take its toll If you could flick a switch and open your third eye You'd see that we should never be afraid to die (So come on) Rise up and take the power back It's time the fat cats had a heart attack You know that their time's coming to an end We have to unify and watch our flag ascend (So come on) You might also like[Chorus] They will not force us They will stop degrading us They will not control us And we will be victorious (So come on)  [Interlude] Hey, hey, hey, hey Hey, hey, hey, hey Hey, hey, hey, hey  [Chorus] They will not force us They will stop degrading us They will not control us And we will be victorious (So come on)  [Outro] Hey, hey,  hey, hey59Embed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choirboys,Run to Paradise,rock,"5 ContributorsRun to Paradise LyricsBaby, you were always gonna be the one You only ever did it just for fun But you run to paradise Jenny, I'll meet you at the grocery store You don't need a friend when you can score You run to paradise  Johnny We were always best of friends Stick together and defend But you run to paradise And Mamma, now don't you worry 'bout me anymore And I see you crying at the door When I run to paradise  That's right, they had it all worked out You were young and blonde and you could never do wrong That's right, they were so surprised You opened their eyes up (opened their eyes up) Opened their eyes up  You don't want anyone (You don't, you don't, open your eyes up) You don't want anyone (You don't, your no fool) Don't tell me, this is paradise (Open your eyes up) You don't want anyone (You don't, open your eyes up) You don't want anyone (You don't, your no fool) Don't tell me, this is paradise You might also likeGood times, why'd I let them slip away Why'd I let them slip away Cause I lived in paradise Run to paradise Run to paradise Run to paradise  Jesus say's it's gonna be alright He's gonna pat my back so I can walk in the light (That's right !) You don't mind if I abuse myself So I can hold my head up (Hold my head up) Hold my head up  You don't want anyone (You don't, hold your head up) You don't want anyone (You don't, your no fool) Don't tell me, this is paradise (Open your eyes up) You don't need anyone You don't need anyone (you don't) You'll tell me, this is paradise  You don't want anyone (You don't, hold your head up) You don't want anyone (You don't, your no fool) You'll tell me, this is paradise (Open your eyes up) You don't need anyone You don't want anyone, (you don't) You'll tell me, this is paradiseEmbed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foo Fighters,Everlong,rock,"112 ContributorsTranslationsEspañolPortuguêsУкраїнськаEverlong Lyrics[Instrumental Intro]  [Verse 1: Dave Grohl] Hello, I've waited here for you Everlong Tonight, I throw myself into And out of the red, out of her head, she sang [Refrain: Louise Post] Do do do do do do dododo Do do do do do do dododo Do do do do do do do do Do do dododo  [Verse 2: Dave Grohl] Come down, and waste away with me Down with me Slow, how you wanted it to be I'm over my head, out of her head, she sang  [Pre-Chorus: Dave Grohl] And I wonder When I sing along with you  [Chorus: Dave Grohl & Louise Post, Dave Grohl] If everything could ever feel this real forever If anything could ever be this good again The only thing I'll ever ask of you You gotta promise not to stop when I say when She sang [Refrain: Louise Post] Do do do do do do dododo Do do do do do do dododo Do do do do do do do do Do do dododo  [Verse 3: Dave Grohl] Breathe out, so I can breathe you in Hold you in And now, I know you've always been Out of your head, out of my head, I sang  [Pre-Chorus: Dave Grohl] And I wonder When I sing along with you  [Chorus: Dave Grohl & Louise Post, Dave Grohl] If everything could ever feel this real forever If anything could ever be this good again The only thing I'll ever ask of you You gotta promise not to stop when I say when She sang [Spoken Bridge: Dave Grohl] So, dad would take the Sundays off And that's the only time he could ever get any rest And so, because we were loud on Sundays He'd make us hold his construction boots over our head, 'til we'd sleep And they were really heavy boots and I used to say, ""Dad, come on, please"" And like start crying, 'cause they're too heavy You might also like[Pre-Chorus: Dave Grohl] And I wonder  [Chorus: Dave Grohl & Louise Post] If everything could ever feel this real forever If anything could ever be this good again The only thing I'll ever ask of you You gotta promise not to stop when I say when128Embed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goanna,Solid Rock,rock,"13 ContributorsSolid Rock Lyrics[Yidaki/Didgeridoo Intro]  [Verse 1] Out here nothin' changes, not in a hurry anyway You can feel the endlessness, with the comin' of the light o' day  [Bridge 1] We're talkin' 'bout a chosen place You wanna sell it in a marketplace?  [Pre-Chorus 1] Well Well just a minute now  [Chorus 1] You're standin' on solid rock You're standin' on sacred ground You're livin' on borrowed time And the winds of change Are blowin' down the line  [Post-Chorus] Right down the line  [Verse 2] Well, round about the dawn of time The dreamin' all began The crowd of people came Well, they were lookin' for their promised land You might also like[Bridge 2] We're runnin' from the heart o' darkness And searchin' for the heart o' light  [Pre-Chorus 2] But it was their paradise  [Chorus 2] Well, they were standin' on solid rock They're standin' on sacred ground They're livin' on borrowed time And the winds of change Were blowing cold that night, oh  [Solos]  No!  [Guitar solo]  [Verse 3] Well, they were standin' on the shore one day They saw the white sails in the sun It wasn't long before they felt the sting White man, white law, white gun [Bridge 3] Don't tell me that it's justified 'Cause somewhere, well, someone lied  [Pre-Chorus 3] Yeah well, someone lied Someone lied A genocide Well, someone lied, oh, now  [Chorus 1] And now you're standin' on solid rock You're standin' on sacred ground You're livin' on borrowed time And the winds of change Are blowin' down the line  [Chorus 1] The solid rock You're standin' on sacred ground You're livin' on borrowed time And the winds of change Are blowin' down the line  [Chorus 1] The solid rock You're standin' on sacred ground You're livin' on borrowed time And the winds of change Are blowin' down the line [Outro] No, oh, oh no! No, oh!Embed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neil Young,Heart of Gold,rock,"36 ContributorsHeart of Gold Lyrics[Intro]  [Verse 1: Neil Young] I want to live, I want to give I've been a miner for a heart of gold It's these expressions I never give  [Chorus: Neil Young] That keep me searchin' for a heart of gold And I'm getting old Keep me searchin' for a heart of gold And I'm getting old  [Bridge]  [Verse 2: Neil Young] I've been to Hollywood, I've been to Redwood I crossed the ocean for a heart of gold I've been in my mind, it's such a fine line  [Chorus: Neil Young] That keeps me searchin' for a heart of gold And I'm getting old Keeps me searchin' for a heart of gold And I'm getting old You might also like[Bridge]  [Outro: Neil Young & The Stray Gators] Keep me searchin' for a heart of gold You keep me searchin' and I'm growing old Keep me searchin' for a heart of gold I've been a miner for a heart of gold21Embed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linkin Park,In the End,rock,"222 ContributorsTranslationsTürkçeEspañolPortuguêsItalianoDeutschIn the End Lyrics[Intro: Chester Bennington] It starts with one  [Verse 1: Mike Shinoda, Mike Shinoda & Chester Bennington] One thing, I don't know why It doesn't even matter how hard you try Keep that in mind, I designed this rhyme To explain in due time, all I know Time is a valuable thing Watch it fly by as the pendulum swings Watch it count down to the end of the day The clock ticks life away, it's so unreal Didn't look out below Watch the time go right out the window Tryin' to hold on, d-didn't even know I wasted it all just to watch you go  [Pre-Chorus: Mike Shinoda] I kept everything inside And even though I tried, it all fell apart What it meant to me will eventually be A memory of a time when I tried so hard  [Chorus: Chester Bennington] I tried so hard and got so far But in the end, it doesn't even matter I had to fall to lose it all But in the end, it doesn't even matter See Linkin Park LiveGet tickets as low as $78You might also like[Verse 2: Mike Shinoda, Mike Shinoda & Chester Bennington] One thing, I don't know why It doesn't even matter how hard you try Keep that in mind, I designed this rhyme To remind myself how I tried so hard In spite of the way you were mockin' me Actin' like I was part of your property Remembering all the times you fought with me I'm surprised it got so far Things aren't the way they were before You wouldn't even recognize me anymore Not that you knew me back then But it all comes back to me in the end  [Pre-Chorus: Mike Shinoda] You kept everything inside And even though I tried, it all fell apart What it meant to me will eventually be A memory of a time when I tried so hard  [Chorus: Chester Bennington] I tried so hard and got so far But in the end, it doesn't even matter I had to fall to lose it all But in the end, it doesn't even matter [Bridge: Chester Bennington] I've put my trust in you Pushed as far as I can go For all this, there's only one thing you should know I've put my trust in you Pushed as far as I can go For all this, there's only one thing you should know  [Chorus: Chester Bennington] I tried so hard and got so far But in the end, it doesn't even matter I had to fall to lose it all But in the end, it doesn't even matter288Embed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunnyboys,Alone with You,rock,"3 ContributorsAlone With You Lyrics[Verse 1] We can lock away the bad memories together Close the doors to the past forever Watching you touch We're past this much  [Chorus] I'm alone with you tonight I'm alone with you tonight I'm alone with you tonight  [Verse 2] I can't always remember what I say I can't always take it having to pay Watching you walk You know you're really attractive  [Chorus] I'm alone with you tonight I'm alone with you tonight I'm alone with you tonight  [Verse 3] I know it's hard when you have tried When the conversations terror, you have tied Making out you still don't know All I have is alcohol, so let me go You might also like[Chorus] I'm alone with you tonight I'm alone with you tonight I'm alone with you tonight  [Bridge] I'm alone with you I'm alone with you I'm alone with you I'm alone with you  [Chorus] I'm alone with you tonight I'm alone with you tonight I'm alone with you tonight I'm alone with you tonightEmbed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerosmith,Walk This Way,rock,"70 ContributorsWalk This Way Lyrics[Verse 1] Backstroke lover Always hidin' 'neath the covers 'Til I talked to your daddy, he say He said, ""You ain't seen nothin' 'Til you're down on a muffin Then you're sure to be a-changin' your ways"" I met a cheerleader Was a real young bleeder Oh, the times I could reminisce 'Cause the best things of lovin' With her sister and her cousin Only started with a little kiss Like this  [Pre-Chorus] Seesaw swingin' with the boys in the school And your feet flyin' up in the air Singing, hey diddle diddle With your kitty in the middle Of the swing like you didn't care So I took a big chance At the high school dance With a missy who was ready to play Wasn't me she was foolin' 'Cause she knew what she was doin' And I know love was here to stay When she told me to You might also like[Chorus] Walk this way Walk this way Walk this way Walk this way Walk this way Walk this way Walk this way Walk this way Just give me a kiss  [Guitar Solo]  [Post-Chorus] Like this  [Verse 2] Schoolgirl sweetie with the classy kinda sassy Little skirt's climbin' way up the knee There was three young ladies in the school gym locker When I noticed they was lookin' at me I was a high school loser, never made it with a lady 'Til the boys told me somethin' I missed Then my next door neighbor with a daughter had a favor So I gave her just a little kiss Like this [Pre-Chorus] Seesaw swingin' with the boys in the school And your feet flyin' up in the air Singing, hey diddle diddle With your kitty in the middle Of the swing like you didn't care So I took a big chance At the high school dance With a missy who was ready to play Wasn't me she was foolin' 'Cause she knew what she was doin' When she told me how to walk this way She told me to  [Chorus] Walk this way Talk this way Walk this way Walk this way Walk this way Walk this way Walk this way Talk this way Just give me a kiss  [Guitar Solo] [Post-Chorus] Like this  [Instrumental Outro] [Guitar Solo]18Embed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queen,Bohemian Rhapsody,rock,"485 ContributorsTranslationsDeutschTürkçeไทย / Phasa ThaiEspañolPortuguêsفارسیFrançaisPolskiBohemian Rhapsody Lyrics[Intro] Is this the real life? Is this just fantasy? Caught in a landslide, no escape from reality Open your eyes, look up to the skies and see I'm just a poor boy, I need no sympathy Because I'm easy come, easy go, little high, little low Any way the wind blows doesn't really matter to me, to me  [Verse 1] Mama, just killed a man Put a gun against his head, pulled my trigger, now he's dead Mama, life had just begun But now I've gone and thrown it all away Mama, ooh, didn't mean to make you cry If I'm not back again this time tomorrow Carry on, carry on as if nothing really matters  [Verse 2] Too late, my time has come Sends shivers down my spine, body's aching all the time Goodbye, everybody, I've got to go Gotta leave you all behind and face the truth Mama, ooh (Any way the wind blows) I don't wanna die I sometimes wish I'd never been born at all You might also like[Guitar Solo] [Verse 3] I see a little silhouetto of a man Scaramouche, Scaramouche, will you do the Fandango? Thunderbolt and lightning, very, very frightening me (Galileo) Galileo, (Galileo) Galileo, Galileo Figaro magnifico (Oh-oh-oh-oh) But I'm just a poor boy, nobody loves me He's just a poor boy from a poor family Spare him his life from this monstrosity Easy come, easy go, will you let me go? Bismillah, no, we will not let you go (Let him go) Bismillah, we will not let you go (Let him go) Bismillah, we will not let you go (Let me go) Will not let you go (Let me go) Will not let you go (Never, never, never, never let me go) Ah No, no, no, no, no, no, no (Oh, mamma mia, mamma mia) Mamma mia, let me go Beelzebub has a devil put aside for me, for me, for me [Bridge] So you think you can stone me and spit in my eye? So you think you can love me and leave me to die? Oh, baby, can't do this to me, baby Just gotta get out, just gotta get right outta here [Outro] (Ooh) (Ooh, yeah, ooh, yeah) Nothing really matters, anyone can see Nothing really matters Nothing really matters to me Any way the wind blows696Embed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Hot Chili Peppers,Otherside,rock,"83 ContributorsTranslationsPortuguêsOtherside Lyrics[Chorus] How long, how long will I slide? Well, separate my side I don't, I don't believe it's bad Slittin' my throat, it's all I ever  [Verse 1] I heard your voice through a photograph I thought it up it brought up the past Once you know you can never go back I gotta take it on the otherside  [Verse 2] Well, centuries are what it meant to me A cemetery where I marry the sea A stranger thing could never change my mind I gotta take it on the otherside  [Pre-Chorus] Take it on the otherside Take it on, take it on  [Chorus] How long, how long will I slide? A-separate my side I don't, I don't believe it's bad A-slittin' my throat, it's all I ever You might also like[Verse 3] Pour my life into a paper cup The ashtray's full and I'm spillin' my guts She want to know am I still a slut? I gotta take it on the otherside  [Verse 4] A scarlet starlet and she's in my bed A candidate for the soul mate bled Mmm, pull the trigger and I pull the thread I gotta take it on the otherside  [Pre-Chorus] Take it on the otherside Take it on, take it on  [Chorus] How long, how long will I slide? Separate my side I don't, I don't believe it's bad A-slittin' my throat, it's all I ever  [Instrumental Break]  [Bridge] Turn me on, take me for a hard ride Burn me out, leave me on the otherside I yell and tell it that it's not my friend I tear it down, I tear it down, and then it's born again [Instrumental Break]  [Chorus] How long, how long will I slide? Separate my side I don't, I don't believe it's bad A-slittin' my throat, it's all I ever had  [Outro] (How long?) I don't, I don't believe it’s sad A-slittin' my throat, is all I ever107Embed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Order,Blue Monday,rock,"89 ContributorsBlue Monday Lyrics[Verse 1] How does it feel To treat me like you do? When you've laid your hands upon me And told me who you are?  [Chorus] I thought I was mistaken I thought I heard your words Tell me, how do I feel? Tell me now, how do I feel?  [Verse 2] Those who came before me Lived through their vocations From the past until completion They'll turn away no more  [Chorus] And still, I find it so hard To say what I need to say But, I'm quite sure that you'll tell me Just how I should feel today [Instrumental Break] *explosion* See New Order LiveGet tickets as low as $139You might also like[Verse 3] I see a ship in the harbour I can and shall obey But if it wasn't for your misfortune I'd be a heavenly person today  [Chorus] And I thought I was mistaken And I thought I heard you speak Tell me, how do I feel? Tell me now, how should I feel? Now I stand here, waiting  [Chorus] I thought I told you to leave me While I walked down to the beach Tell me how does it feel When your heart grows cold? (Grows cold, grows cold, grows cold, grows cold)  [Instrumental Outro]26Embed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Superjesus,Gravity,rock,"2 ContributorsGravity LyricsAlthough the temperature will rise and fall I'll take it all I never thought that you would run And I don't need a friend to tell me why, to tell me when Hanging on to you I never thought I'm killing someone  And I can tell you it's more Now there's nothing in the way to show me I didn't know you before More than any other day its only gravity Gravity  And now I'm occupied with anything to stay alive Will you blame me when I'm gone Given the company I'm certain of my specialty Hanging on to you I never thought I'm killing someone  And I can tell you it's more Now there's nothing in the way to show me I didn't know you before More than any other day it's only gravity  Never thought I'm killing someone Never thought I'm killing someone Never thought I'm killing someone  And I can tell you it's more Now there's nothing in the way to show me I didn't know you before More than any other day it's only More than any other day it's only More than any other day it's only More than any other day it's only More than any other day it's only gravity GravityYou might also likeEmbed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Chemical Romance,Teenagers,rock,"165 ContributorsTranslationsEspañolTeenagers Lyrics[Verse 1] They're gonna clean up your looks with all the lies in the books To make a citizen out of you Because they sleep with a gun and keep an eye on you, son So they can watch all the things you do Because the drugs never work, they're gonna give you a smirk 'Cause they got methods of keeping you clean They're gonna rip up your heads, your aspirations to shreds Another cog in the murder machine  [Chorus] They said, ""All teenagers scare the living shit out of me They could care less as long as someone'll bleed"" So darken your clothes or strike a violent pose Maybe they'll leave you alone, but not me  [Verse 2] The boys and girls in the clique, the awful names that they stick You're never gonna fit in much, kid But if you're troubled and hurt, what you got under your shirt Will make them pay for the things that they did  [Chorus] They said, ""All teenagers scare the living shit out of me They could care less as long as someone'll bleed"" So darken your clothes or strike a violent pose Maybe they'll leave you alone, but not me, oh, yeah See My Chemical Romance LiveGet tickets as low as $120You might also like[Guitar Solo]  [Bridge] They said, ""All teenagers scare the living shit out of me They could care less as long as someone'll bleed"" So darken your clothes or strike a violent pose Maybe they'll leave you alone, but not me All together now  [Chorus] ""Teenagers scare the living shit out of me They could care less as long as someone'll bleed"" So darken your clothes or strike a violent pose Maybe they'll leave you alone, but not me ""Teenagers scare the living shit out of me They could care less as long as someone'll bleed"" So darken your clothes or strike a violent pose Maybe they'll leave you alone, but not me106Embed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Springsteen,Born in the U.S.A.,rock,"110 ContributorsTranslationsDeutschBorn in the U.S.A. Lyrics[Verse 1] Born down in a dead man's town The first kick I took was when I hit the ground End up like a dog that's been beat too much 'Til you spend half your life just coverin' up, now [Chorus] Born in the U.S.A.​ I was born in the U.S.A.​ I was born in the U.S.A.​ Born in the U.S.A. now [Verse 2] Got in a little hometown jam So they put a rifle in my hand Sent me off to a foreign land To go and kill the yellow man [Chorus] Born in the U.S.A.​ I was born in the U.S.A.​ I was born in the U.S.A.​ I was born in the U.S.A.​  [Verse 3] Come back home to the refinery Hirin' man says, “Son, if it was up to me” Went down to see my V.A. man He said, “Son, don't you understand,” now See Bruce Springsteen LiveGet tickets as low as $54You might also like[Interlude] Oh yeah No, no No, no, no  [Verse 4] I had a brother at Khe Sanh Fightin' off them Viet Cong They're still there, he's all gone He had a woman he loved in Saigon I got a picture of him in her arms, now [Verse 5] Down in the shadow of the penitentiary Out by the gas fires of the refinery I'm ten years burnin' down the road Nowhere to run, ain't got nowhere to go [Chorus] Born in the U.S.A.​ I was born in the U.S.A. now Born in the U.S.A I'm a long gone Daddy in the U.S.A. now Born in the U.S.A.​ Born in the U.S.A.​ Born in the U.S.A.​ I'm a cool rocking Daddy in the U.S.A. now25Embed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
